Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,No Common Name (Vigna o-wahuensis) -,,,,,,
"",811,,E,"$19,381",$0,"$19,381",$0,"$19,381"
"",,Wherever found,,,,,,
"",,No Common Name (Viola helenae) - Wherever,,,,,,
"",1152,,E,"$5,417",$0,"$5,417",$0,"$5,417"
"",,found,,,,,,
"",,No Common Name (Viola lanaiensis) -,,,,,,
"",979,,E,"$11,031",$0,"$11,031",$0,"$11,031"
"",,Wherever found,,,,,,
"",,No Common Name (Viola oahuensis) -,,,,,,
"",1144,,E,"$5,754",$0,"$5,754",$0,"$5,754"
"",,Wherever found,,,,,,
"",,No Common Name (Wikstroemia,,,,,,
"",1141,,E,"$5,853",$0,"$5,853",$0,"$5,853"
"",,skottsbergiana) -,,,,,,
"",,No Common Name (Wikstroemia villosa) -,,,,,,
"",766,,E,"$10,931","$12,000","$22,931",$0,"$22,931"
"",,Wherever found,,,,,,
"",,No Common Name (Xylosma crenatum) -,,,,,,
"",1152,,E,"$5,417",$0,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,
"",,Nohoanu (Geranium hanaense) - Wherever,,,,,,
"",779,,E,"$9,099","$12,000","$21,099",$0,"$21,099"
"",,found,,,,,,
"",,Nohoanu (Geranium hillebrandii) - Wherever,,,,,,
"",1010,,E,"$9,827",$0,"$9,827",$0,"$9,827"
"",,found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,Nohoanu (Geranium kauaiense) - Wherever,,,,,,,
"",1016,,E,"$9,669",$0,,"$9,669",$0,"$9,669"
"",,found,,,,,,,
"",,Nohoanu (Geranium multiflorum) - Wherever,,,,,,,
"",765,,E,"$10,965","$12,000",,"$22,965",$0,"$22,965"
"",,found,,,,,,,
"",766,"Nui, haha (Cyanea horrida) - Wherever found",E,"$10,931","$12,000",,"$22,931",$0,"$22,931"
"",925,Oha (Delissea subcordata) - Wherever found,E,"$13,313",$0,,"$13,313",$0,"$13,313"
"",465,Ohai (Sesbania tomentosa) - Wherever found,E,"$82,734","$2,700",,"$85,434",$0,"$85,434"
"",,`Oha wai (Clermontia drepanomorpha) -,,,,,,,
"",1155,,E,"$5,265",$0,,"$5,265",$0,"$5,265"
"",,Wherever found,,,,,,,
"",,`Oha wai (Clermontia lindseyana) - Wherever,,,,,,,
"",914,,E,"$6,760","$6,973",,"$13,733",$0,"$13,733"
"",,found,,,,,,,
"",,`Oha wai (Clermontia oblongifolia ssp.,,,,,,,
"",1046,,E,"$8,712",$0,,"$8,712",$0,"$8,712"
"",,brevipes) - Wherever found,,,,,,,
"",,`Oha wai (Clermontia oblongifolia ssp.,,,,,,,
"",855,,E,"$16,538",$0,,"$16,538",$0,"$16,538"
"",,mauiensis) - Wherever found,,,,,,,
"",,`Oha wai (Clermontia peleana) - Wherever,,,,,,,
"",965,,E,"$6,680","$5,000",,"$11,680",$0,"$11,680"
"",,found,,,,,,,
"",,`Oha wai (Clermontia pyrularia) - Wherever,,,,,,,
"",1060,,E,"$8,326",$0,,"$8,326",$0,"$8,326"
"",,found,,,,,,,
"",,`Oha wai (Clermontia samuelii) - Wherever,,,,,,,
"",584,,E,"$11,452","$36,000",,"$47,452",$0,"$47,452"
"",,found,,,,,,,
"",,`Ohe (Joinvillea ascendens ascendens) -,,,,,,,
"",579,,E,"$12,281","$36,000",,"$48,281",$0,"$48,281"
"",,Wherever found,,,,,,,
"",,`Ohe`ohe (Polyscias gymnocarpa) - Wherever,,,,,,,
"",1074,,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",,found,,,,,,,
"",1155,Olulu (Brighamia insignis) - Wherever found,E,"$5,265",$0,,"$5,265",$0,"$5,265"
"",,"Onion, Munz's (Allium munzii) - Wherever",,,,,,,
"",1244,,E,"$1,200",$100,,"$1,300",$0,"$1,300"
"",,found,,,,,,,
"",1149,Opuhe (Urera kaalae) - Wherever found,E,"$5,602",$0,,"$5,602",$0,"$5,602"
"",,"Orchid, eastern prairie fringed (Platanthera",,,,,,,
"",445,,T,"$28,941","$27,076",,"$56,017","$39,000","$95,017"
"",,leucophaea) - Wherever found,,,,,,,
"",,"Orchid, western prairie fringed (Platanthera",,,,,,,
"",391,,T,"$42,229","$62,656",,"$104,885","$22,415","$127,300"
"",,praeclara) - Wherever found,,,,,,,
"",,"Orchid, white fringeless (Platanthera",,,,,,,
"",576,,T,"$29,000","$14,156",,"$43,156","$6,000","$49,156"
"",,integrilabia) -,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Orcutt grass, California (Orcuttia californica) -",,,,,,
"",798,,E,"$7,200","$12,800","$20,000",$0,"$20,000"
"",,Wherever found,,,,,,
"",,"Orcutt grass, hairy (Orcuttia pilosa) - Wherever",,,,,,
"",885,,E,"$11,200","$4,056","$15,256",$0,"$15,256"
"",,found,,,,,,
"",,"Orcutt grass, Sacramento (Orcuttia viscida) -",,,,,,
"",792,,E,"$15,900","$4,500","$20,400",$0,"$20,400"
"",,Wherever found,,,,,,
"",,"Orcutt grass, San Joaquin (Orcuttia inaequalis) -",,,,,,
"",764,,T,"$16,200","$6,778","$22,978",$0,"$22,978"
"",,Wherever found,,,,,,
"",,"Orcutt grass, slender (Orcuttia tenuis) -",,,,,,
"",753,,T,"$12,800","$10,800","$23,600",$0,"$23,600"
"",,Wherever found,,,,,,
"",,"Owl's-clover, fleshy (Castilleja campestris ssp.",,,,,,
"",741,,T,"$20,000","$4,930","$24,930",$0,"$24,930"
"",,succulenta) - Wherever found,,,,,,
"",,"Oxytheca, Cushenbury (Oxytheca parishii var.",,,,,,
"",531,,E,$230,"$61,800","$62,030",$0,"$62,030"
"",,goodmaniana) - Wherever found,,,,,,
"",1152,Pa`iniu (Astelia waialealae) - Wherever found,E,"$5,417",$0,"$5,417",$0,"$5,417"
"",,"Paintbrush, ash-grey (Castilleja cinerea) -",,,,,,
"",1262,,T,$0,$300,$300,$0,$300
"",,Wherever found,,,,,,
"",,"Paintbrush, golden (Castilleja levisecta) -",,,,,,
"",169,,T,"$505,413","$191,346","$696,759","$2,600","$699,359"
"",,Wherever found,,,,,,
"",,"Paintbrush, San Clemente Island (Castilleja",,,,,,
"",341,,T,"$3,800","$158,417","$162,217",$0,"$162,217"
"",,grisea) - Wherever found,,,,,,
"",,"Paintbrush, soft-leaved (Castilleja mollis) -",,,,,,
"",995,,E,"$2,700","$7,674","$10,374",$0,"$10,374"
"",,Wherever found,,,,,,
"",,"Paintbrush, Tiburon (Castilleja affinis ssp.",,,,,,
"",948,,E,"$11,200","$1,100","$12,300",$0,"$12,300"
"",,neglecta) - Wherever found,,,,,,
"",,Palo colorado (Ternstroemia luquillensis) -,,,,,,
"",1115,,E,"$6,500",$0,"$6,500",$0,"$6,500"
"",,Wherever found,,,,,,
"",,Palo de jazmin (Styrax portoricensis) -,,,,,,
"",1115,,E,"$6,500",$0,"$6,500",$0,"$6,500"
"",,Wherever found,,,,,,
"",,Palo de nigua (Cornutia obovata) - Wherever,,,,,,
"",1088,,E,"$7,500",$0,"$7,500",$0,"$7,500"
"",,found,,,,,,
"",,Palo de ramon (Banara vanderbiltii) - Wherever,,,,,,
"",1115,,E,"$6,500",$0,"$6,500",$0,"$6,500"
"",,found,,,,,,
"",,Palo de rosa (Ottoschulzia rhodoxylon) -,,,,,,
"",1101,,E,"$7,000",$0,"$7,000",$0,"$7,000"
"",,Wherever found,,,,,,
"",,Pamakani (Tetramolopium capillare) -,,,,,,
"",1046,,E,"$8,712",$0,"$8,712",$0,"$8,712"
"",,Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,Pamakani (Viola chamissoniana ssp.,,,,,,,
"",1060,E,,"$5,754","$2,572",,"$8,326",$0,"$8,326"
"",,chamissoniana) - Wherever found,,,,,,,
"",,"Panicgrass, Carter's (Panicum fauriei var.",,,,,,,
"",986,E,,"$5,701","$5,000",,"$10,701",$0,"$10,701"
"",,carteri) - Wherever found,,,,,,,
"",,Papala (Charpentiera densiflora) - Wherever,,,,,,,
"",1030,E,,"$9,321",$0,,"$9,321",$0,"$9,321"
"",,found,,,,,,,
"",,Paudedo (Hedyotis megalantha) - Wherever,,,,,,,
"",658,E,,"$34,368",$0,,"$34,368",$0,"$34,368"
"",,found,,,,,,,
"",,"Pawpaw, beautiful (Deeringothamnus",,,,,,,
"",1221,E,,$900,$100,,"$1,000","$1,500","$2,500"
"",,pulchellus) - Wherever found,,,,,,,
"",,"Pawpaw, four-petal (Asimina tetramera) -",,,,,,,
"",1050,E,,$900,"$6,500",,"$7,400","$1,100","$8,500"
"",,Wherever found,,,,,,,
"",,"Pawpaw, Rugel's (Deeringothamnus rugelii) -",,,,,,,
"",1003,E,,"$4,500",$0,,"$4,500","$5,500","$10,000"
"",,Wherever found,,,,,,,
"",,"Pea, Big Pine partridge (Chamaecrista lineata",,,,,,,
"",1224,E,,$700,$0,,$700,"$1,700","$2,400"
"",,keyensis) - Wherever found,,,,,,,
"",,Pelos del diablo (Aristida portoricensis) -,,,,,,,
"",921,E,,"$13,500",$0,,"$13,500",$0,"$13,500"
"",,Wherever found,,,,,,,
"",,"Penny-cress, Kneeland Prairie (Thlaspi",,,,,,,
"",703,E,,"$28,900",$0,,"$28,900",$0,"$28,900"
"",,californicum) - Wherever found,,,,,,,
"",,"Pennyroyal, Todsen's (Hedeoma todsenii) -",,,,,,,
"",676,E,,$0,"$31,500",,"$31,500",$0,"$31,500"
"",,Wherever found,,,,,,,
"",,"Penstemon, blowout (Penstemon haydenii) -",,,,,,,
"",335,E,,"$43,200","$121,049",,"$164,249","$4,800","$169,049"
"",,Wherever found,,,,,,,
"",,"Pentachaeta, Lyon's (Pentachaeta lyonii) -",,,,,,,
"",671,E,,"$32,200",$100,,"$32,300",$0,"$32,300"
"",,Wherever found,,,,,,,
"",,"Pentachaeta, white-rayed (Pentachaeta",,,,,,,
"",1224,E,,$0,"$2,400",,"$2,400",$0,"$2,400"
"",,bellidiflora) - Wherever found,,,,,,,
"",,"Peperomia, Wheeler's (Peperomia wheeleri) -",,,,,,,
"",1163,E,,"$5,000",$0,,"$5,000",$0,"$5,000"
"",,Wherever found,,,,,,,
"",194,"Peppergrass, Slickspot (Lepidium papilliferum) -T",,"$153,508","$408,500",,"$562,008",$0,"$562,008"
"",,"Phacelia, clay (Phacelia argillacea) - Wherever",,,,,,,
"",795,E,,$0,"$20,300",,"$20,300",$0,"$20,300"
"",,found,,,,,,,
"",,"Phacelia, DeBeque (Phacelia submutica) -",,,,,,,
"",806,T,,"$3,100","$15,200",,"$18,300","$1,340","$19,640"
"",,Wherever found,,,,,,,
"",,"Phacelia, island (Phacelia insularis ssp.",,,,,,,
"",962,E,,"$2,700","$9,079",,"$11,779",$0,"$11,779"
"",,insularis) - Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Phacelia, North Park (Phacelia formosula) -",,,,,,
"",898,,E,$800,"$11,500","$12,300","$2,165","$14,465"
"",,Wherever found,,,,,,
"",,"Phlox, Texas trailing (Phlox nivalis ssp.",,,,,,
"",850,,E,"$12,000","$5,000","$17,000",$0,"$17,000"
"",,texensis) - Wherever found,,,,,,
"",202,"Phlox, Yreka (Phlox hirsuta) - Wherever found",E,"$531,200","$2,000","$533,200",$0,"$533,200"
"",,Pigeon wings (Clitoria fragrans) - Wherever,,,,,,
"",638,,T,"$2,000","$30,365","$32,365","$6,000","$38,365"
"",,found,,,,,,
"",922,Pilo (Kadua laxiflora) - Wherever found,E,"$13,491",$0,"$13,491",$0,"$13,491"
"",,Pilo kea lau li`i (Platydesma rostrata) -,,,,,,
"",1083,,E,"$7,736",$0,"$7,736",$0,"$7,736"
"",,Wherever found,,,,,,
"",,"Pinkroot, gentian (Spigelia gentianoides) -",,,,,,
"",648,,E,"$12,500","$23,819","$36,319",$200,"$36,519"
"",,Wherever found,,,,,,
"",,"Pink, swamp (Helonias bullata) - Wherever",,,,,,
"",351,,T,"$124,271","$24,495","$148,766","$6,700","$155,466"
"",,found,,,,,,
"",,"Piperia, Yadon's (Piperia yadonii) - Wherever",,,,,,
"",365,,E,"$34,500","$109,105","$143,605",$0,"$143,605"
"",,found,,,,,,
"",,"Pitaya, Davis' green (Echinocereus viridiflorus",,,,,,
"",1258,,E,$500,$0,$500,$0,$500
"",,var. davisii) - Wherever found,,,,,,
"",,"Pitcher-plant, Alabama canebrake (Sarracenia",,,,,,
"",1123,,E,"$6,000",$399,"$6,399",$0,"$6,399"
"",,rubra ssp. alabamensis) - Wherever found,,,,,,
"",,"Pitcher-plant, green (Sarracenia oreophila) -",,,,,,
"",1077,,E,"$8,000",$0,"$8,000",$0,"$8,000"
"",,Wherever found,,,,,,
"",,"Pitcher-plant, mountain sweet (Sarracenia rubra",,,,,,
"",730,,E,"$20,000","$2,867","$22,867","$3,200","$26,067"
"",,ssp. jonesii) - Wherever found,,,,,,
"",,"Plum, scrub (Prunus geniculata) - Wherever",,,,,,
"",652,,E,"$8,000","$21,700","$29,700","$6,000","$35,700"
"",,found,,,,,,
"",807,Po`e (Portulaca sclerocarpa) - Wherever found,E,"$7,105","$12,500","$19,605",$0,"$19,605"
"",284,"Pogonia, small whorled (Isotria medeoloides) -",T,"$187,009","$68,798","$255,807","$6,681","$262,488"
"",,"Polygala, Lewton's (Polygala lewtonii) -",,,,,,
"",609,,E,"$2,000","$26,426","$28,426","$14,200","$42,626"
"",,Wherever found,,,,,,
"",,"Polygala, tiny (Polygala smallii) - Wherever",,,,,,
"",1126,,E,"$6,000",$0,"$6,000",$300,"$6,300"
"",,found,,,,,,
"",,"Polygonum, Scotts Valley (Polygonum",,,,,,
"",509,,E,"$67,300",$0,"$67,300",$0,"$67,300"
"",,hickmanii) - Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,Pondberry (Lindera melissifolia) - Wherever,,,,,,
"",114,,E,"$29,500","$1,165,048","$1,194,548","$12,400","$1,206,948"
"",,found,,,,,,
"",,"Pondweed, Little Aguja (=Creek) (Potamogeton",,,,,,
"",1265,,E,$250,$0,$250,$0,$250
"",,clystocarpus) - Wherever found,,,,,,
"",,"Popcornflower, rough (Plagiobothrys hirtus) -",,,,,,
"",333,,E,"$171,500",$200,"$171,700",$0,"$171,700"
"",,Wherever found,,,,,,
"",1033,Popolo (Cyanea solanacea) - Wherever found,E,"$9,145",$0,"$9,145",$0,"$9,145"
"",497,Popolo (Solanum nelsonii) - Wherever found,E,"$66,338","$5,000","$71,338",$0,"$71,338"
"",,Popolo ku mai (Solanum incompletum) -,,,,,,
"",515,,E,"$52,865","$12,000","$64,865",$0,"$64,865"
"",,Wherever found,,,,,,
"",,"Poppy-mallow, Texas (Callirhoe scabriuscula) -",,,,,,
"",1241,,E,"$1,000",$420,"$1,420",$0,"$1,420"
"",,Wherever found,,,,,,
"",,"Poppy, Sacramento prickly (Argemone",,,,,,
"",754,,E,"$5,000","$18,550","$23,550",$0,"$23,550"
"",,pleiacantha ssp. pinnatisecta) - Wherever found,,,,,,
"",823,"Potato-bean, Prices (Apios priceana) -",T,"$14,000","$4,058","$18,058",$500,"$18,558"
"",,"Potentilla, Hickman's (Potentilla hickmanii) -",,,,,,
"",603,,E,"$6,800","$36,600","$43,400",$0,"$43,400"
"",,Wherever found,,,,,,
"",,"Prairie-clover, Florida (Dalea carthagenensis",,,,,,
"",1132,,E,$0,"$1,100","$1,100","$5,000","$6,100"
"",,floridana) - Wherever found,,,,,,
"",,"Prairie-clover, leafy (Dalea foliosa) - Wherever",,,,,,
"",819,,E,"$17,000","$1,626","$18,626",$0,"$18,626"
"",,found,,,,,,
"",,"Prickly-apple, aboriginal (Harrisia (=Cereus)",,,,,,
"",1249,,E,$300,$0,$300,$800,"$1,100"
"",,aboriginum (=gracilis)) - Wherever found,,,,,,
"",,"Prickly-apple, fragrant (Cereus eriophorus var.",,,,,,
"",1028,,E,$900,"$2,000","$2,900","$6,500","$9,400"
"",,fragrans) - Wherever found,,,,,,
"",,"Prickly-ash, St. Thomas (Zanthoxylum",,,,,,
"",1135,,E,"$6,000",$0,"$6,000",$0,"$6,000"
"",,thomasianum) - Wherever found,,,,,,
"",,"Primrose, Maguire (Primula maguirei) -",,,,,,
"",1232,,T,$0,"$2,000","$2,000",$0,"$2,000"
"",,Wherever found,,,,,,
"",975,Pua `ala (Brighamia rockii) - Wherever found,E,"$10,778",$500,"$11,278",$0,"$11,278"
"",,"Pussypaws, Mariposa (Calyptridium",,,,,,
"",982,,T,"$9,400","$1,500","$10,900",$0,"$10,900"
"",,pulchellum) - Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,Pu`uka`a (Cyperus trachysanthos) - Wherever,,,,,,,
"",1053,,E,"$6,684","$1,761",,"$8,445",$0,"$8,445"
"",,found,,,,,,,
"",,"Ragwort, San Francisco Peaks (Packera",,,,,,,
"",1180,,T,"$1,700","$2,400",,"$4,100",$0,"$4,100"
"",,franciscana) - Wherever found,,,,,,,
"",,"Rattleweed, hairy (Baptisia arachnifera) -",,,,,,,
"",567,,E,"$11,000",$0,,"$11,000","$40,000","$51,000"
"",,Wherever found,,,,,,,
"",,"Reedgrass, Hillebrand's (Calamagrostis",,,,,,,
"",1186,,E,"$3,744",$0,,"$3,744",$0,"$3,744"
"",,hillebrandii) - Wherever found,,,,,,,
"",,"Reedgrass, Maui (Calamagrostis expansa) -",,,,,,,
"",760,,E,"$11,208","$12,000",,"$23,208",$0,"$23,208"
"",,Wherever found,,,,,,,
"",,"Reed-mustard, Barneby (Schoenocrambe",,,,,,,
"",1250,,E,$0,"$1,050",,"$1,050",$0,"$1,050"
"",,barnebyi) - Wherever found,,,,,,,
"",,"Reed-mustard, clay (Schoenocrambe argillacea)",,,,,,,
"",1194,,T,$0,"$3,369",,"$3,369",$0,"$3,369"
"",,- Wherever found,,,,,,,
"",,"Reed-mustard, shrubby (Schoenocrambe",,,,,,,
"",1167,,E,$0,"$4,712",,"$4,712",$0,"$4,712"
"",,suffrutescens) - Wherever found,,,,,,,
"",,"Remya, Maui (Remya mauiensis) - Wherever",,,,,,,
"",1026,,E,"$9,473",$0,,"$9,473",$0,"$9,473"
"",,found,,,,,,,
"",,"Rhododendron, Chapman (Rhododendron",,,,,,,
"",740,,E,"$2,500","$22,000",,"$24,500",$450,"$24,950"
"",,chapmanii) - Wherever found,,,,,,,
"",,"Ridge-cress, Barneby (Lepidium barnebyanum) -",,,,,,,
"",1270,,E,$0,$100,,$100,$0,$100
"",,Wherever found,,,,,,,
"",,"Rock-cress, Braun's (Arabis perstellata) -",,,,,,,
"",937,,E,"$10,000","$2,749",,"$12,749",$0,"$12,749"
"",,Wherever found,,,,,,,
"",,"Rockcress, Georgia (Arabis georgiana) -",,,,,,,
"",1103,,T,$0,"$1,826",,"$1,826","$5,000","$6,826"
"",,Wherever found,,,,,,,
"",,"Rock-cress, Hoffmann's (Arabis hoffmannii) -",,,,,,,
"",872,,E,"$2,700","$13,025",,"$15,725",$0,"$15,725"
"",,Wherever found,,,,,,,
"",,"Rock-cress, McDonald's (Arabis",,,,,,,
"",910,,E,"$2,500","$11,400",,"$13,900",$0,"$13,900"
"",,macdonaldiana) - Wherever found,,,,,,,
"",,"Rockcress, Santa Cruz Island (Sibara filifolia) -",,,,,,,
"",355,,E,"$3,800","$149,163",,"$152,963",$0,"$152,963"
"",,Wherever found,,,,,,,
"",,"Rock cress, Shale barren (Arabis serotina) -",,,,,,,
"",789,,E,"$14,680",$240,,"$14,920","$5,560","$20,480"
"",,Wherever found,,,,,,,
"",,"Rose-mallow, Neches River (Hibiscus",,,,,,,
"",992,,T,"$3,500","$7,000",,"$10,500",$0,"$10,500"
"",,dasycalyx) - Wherever found,,,,,,,
"",,"Rosemary, Apalachicola (Conradina glabra) -",,,,,,,
"",617,,E,"$19,500","$21,700",,"$41,200",$200,"$41,400"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Rosemary, Cumberland (Conradina verticillata) -",,,,,,,
"",790,,T,"$19,000","$1,476",,"$20,476",$0,"$20,476"
"",,Wherever found,,,,,,,
"",,"Rosemary, Etonia (Conradina etonia) -",,,,,,,
"",917,,E,"$4,500",$125,,"$4,625","$9,000","$13,625"
"",,Wherever found,,,,,,,
"",,"Rosemary, short-leaved (Conradina brevifolia) -",,,,,,,
"",1092,,E,$900,$0,,$900,"$6,500","$7,400"
"",,Wherever found,,,,,,,
"",,"Roseroot, Leedy's (Rhodiola integrifolia ssp.",,,,,,,
"",473,,T,"$81,200",$723,,"$81,923",$0,"$81,923"
"",,leedyi) - Wherever found,,,,,,,
"",,"Rush-pea, slender (Hoffmannseggia tenella) -",,,,,,,
"",945,,E,"$12,500",$0,,"$12,500",$0,"$12,500"
"",,Wherever found,,,,,,,
"",,"Rush-rose, island (Helianthemum greenei) -",,,,,,,
"",1017,,T,"$2,900","$6,732",,"$9,632",$0,"$9,632"
"",,Wherever found,,,,,,,
"",,"Sandalwood, Lanai (=`iliahi) (Santalum",,,,,,,
"",801,,E,"$19,768",$0,,"$19,768",$0,"$19,768"
"",,haleakalae var. lanaiense) - Wherever found,,,,,,,
"",,Sandlace (Polygonella myriophylla) - Wherever,,,,,,,
"",709,,E,"$2,000","$21,700",,"$23,700","$4,500","$28,200"
"",,found,,,,,,,
"",,"Sandmat, pineland (Chamaesyce deltoidea",,,,,,,
"",1244,,T,$0,$100,,$100,"$1,200","$1,300"
"",,pinetorum) - Wherever found,,,,,,,
"",,"Sand-verbena, large-fruited (Abronia",,,,,,,
"",1002,,E,"$8,000","$2,100",,"$10,100",$0,"$10,100"
"",,macrocarpa) - Wherever found,,,,,,,
"",,"Sandwort, Bear Valley (Arenaria ursina) -",,,,,,,
"",1270,,T,$0,$100,,$100,$0,$100
"",,Wherever found,,,,,,,
"",,"Sandwort, Cumberland (Arenaria",,,,,,,
"",728,,E,"$23,500","$2,851",,"$26,351",$0,"$26,351"
"",,cumberlandensis) - Wherever found,,,,,,,
"",,"Sandwort, Marsh (Arenaria paludicola) -",,,,,,,
"",821,,E,"$17,300","$1,300",,"$18,600",$0,"$18,600"
"",,Wherever found,,,,,,,
"",,"Schiedea, Diamond Head (Schiedea adamantis) -",,,,,,,
"",1147,,E,"$5,670",$0,,"$5,670",$0,"$5,670"
"",,Wherever found,,,,,,,
"",1171,"Seablite, California (Suaeda californica) -",E,"$2,710","$1,900",,"$4,610",$0,"$4,610"
"",,"Seagrass, Johnson's (Halophila johnsonii) -",,,,,,,
"",198,,T,$0,"$548,488",,"$548,488",$700,"$549,188"
"",,Wherever found,,,,,,,
"",1035,"Sedge, golden (Carex lutea) - Wherever found",E,"$9,000",$0,,"$9,000",$0,"$9,000"
"",,"Sedge, Navajo (Carex specuicola) - Wherever",,,,,,,
"",1134,,T,"$4,000","$2,010",,"$6,010",$0,"$6,010"
"",,found,,,,,,,
"",,"Silverbush, Blodgett's (Argythamnia blodgettii) -",,,,,,,
"",1191,,T,$0,$942,,$942,"$2,500","$3,442"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Silversword, Mauna Loa (=Ka'u)",,,,,,
"",827,,E,"$8,356","$10,000","$18,356",$0,"$18,356"
"",,(Argyroxiphium kauense) - Wherever found,,,,,,
"",,"Skullcap, Florida (Scutellaria floridana) -",,,,,,
"",1172,,T,"$3,500",$0,"$3,500","$1,000","$4,500"
"",,Wherever found,,,,,,
"",,"Skullcap, large-flowered (Scutellaria montana) -",,,,,,
"",663,,T,"$8,000","$10,276","$18,276","$15,000","$33,276"
"",,Wherever found,,,,,,
"",,"Skyrocket, Pagosa (Ipomopsis polyantha) -",,,,,,
"",559,,E,"$16,700","$25,000","$41,700","$11,465","$53,165"
"",,Wherever found,,,,,,
"",,Snakeroot (Eryngium cuneifolium) - Wherever,,,,,,
"",701,,E,"$2,000","$21,700","$23,700","$5,500","$29,200"
"",,found,,,,,,
"",,"Sneezeweed, Virginia (Helenium virginicum) -",,,,,,
"",916,,T,"$12,200",$240,"$12,440","$1,200","$13,640"
"",,Wherever found,,,,,,
"",,"Snowbells, Texas (Styrax texanus) - Wherever",,,,,,
"",1253,,E,"$1,000",$0,"$1,000",$0,"$1,000"
"",,found,,,,,,
"",,"Spineflower, Ben Lomond (Chorizanthe",,,,,,
"",804,,E,"$19,600",$100,"$19,700",$0,"$19,700"
"",,pungens var. hartwegiana) - Wherever found,,,,,,
"",,"Spineflower, Howell's (Chorizanthe howellii) -",,,,,,
"",950,,E,"$12,000",$200,"$12,200",$0,"$12,200"
"",,Wherever found,,,,,,
"",,"Spineflower, Monterey (Chorizanthe pungens",,,,,,
"",453,,T,"$81,900","$7,244","$89,144",$0,"$89,144"
"",,var. pungens) - Wherever found,,,,,,
"",,"Spineflower, Orcutt's (Chorizanthe orcuttiana) -",,,,,,
"",316,,E,"$65,300","$139,184","$204,484",$0,"$204,484"
"",,Wherever found,,,,,,
"",,"Spineflower, Robust (Chorizanthe robusta var.",,,,,,
"",1140,,E,"$4,100","$1,800","$5,900",$0,"$5,900"
"",,robusta) - Wherever found,,,,,,
"",,"Spineflower, Scotts Valley (Chorizanthe robusta",,,,,,
"",797,,E,"$20,200",$0,"$20,200",$0,"$20,200"
"",,var. hartwegii) - Wherever found,,,,,,
"",,"Spineflower, slender-horned (Dodecahema",,,,,,
"",1235,,E,"$1,800",$0,"$1,800",$0,"$1,800"
"",,leptoceras) - Wherever found,,,,,,
"",,"Spineflower, Sonoma (Chorizanthe valida) -",,,,,,
"",1214,,E,"$1,700","$1,000","$2,700",$0,"$2,700"
"",,Wherever found,,,,,,
"",,"Spiraea, Virginia (Spiraea virginiana) -",,,,,,
"",551,,T,"$39,775","$5,294","$45,069","$10,839","$55,908"
"",,Wherever found,,,,,,
"",,"Spurge, deltoid (Chamaesyce deltoidea ssp.",,,,,,
"",1146,,E,"$4,500",$0,"$4,500","$1,200","$5,700"
"",,deltoidea) - Wherever found,,,,,,
"",,"Spurge, Garber's (Chamaesyce garberi) -",,,,,,
"",1071,,T,"$6,000",$942,"$6,942","$1,200","$8,142"
"",,Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Spurge, Hoover's (Chamaesyce hooveri) -",,,,,,,
"",977,,T,"$7,700","$3,400",,"$11,100",$0,"$11,100"
"",,Wherever found,,,,,,,
"",,"Spurge, telephus (Euphorbia telephioides) -",,,,,,,
"",839,,T,"$11,000",$0,,"$11,000","$6,500","$17,500"
"",,Wherever found,,,,,,,
"",,"Spurge, wedge (Chamaesyce deltoidea",,,,,,,
"",1230,,E,$900,$0,,$900,"$1,200","$2,100"
"",,serpyllum) - Wherever found,,,,,,,
