Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,sandiegonensis) - Wherever found,,,,,,
"",,"Fairy shrimp, vernal pool (Branchinecta lynchi) -",,,,,,
"",124,,T,"$652,792","$410,109","$1,062,901",$0,"$1,062,901"
"",,Wherever found,,,,,,
"",,"Isopod, Lee County cave (Lirceus usdagalun) -",,,,,,
"",970,,E,"$6,500","$5,000","$11,500",$0,"$11,500"
"",,Wherever found,,,,,,
"",,"Isopod, Madison Cave (Antrolana lira) -",,,,,,
"",522,,T,"$62,843",$240,"$63,083",$0,"$63,083"
"",,Wherever found,,,,,,
"",,"Isopod, Socorro (Thermosphaeroma",,,,,,
"",952,,E,"$12,000",$100,"$12,100",$0,"$12,100"
"",,thermophilus) - Wherever found,,,,,,
"",,"Shrimp, Alabama cave (Palaemonias alabamae) -",,,,,,
"",577,,E,"$8,000","$41,000","$49,000",$0,"$49,000"
"",,Wherever found,,,,,,
"",,"Shrimp, anchialine pool (Procaris hawaiana) -",,,,,,
"",852,,E,"$16,474",$200,"$16,674",$0,"$16,674"
"",,Wherever found,,,,,,
"",,"Shrimp, anchialine pool (Vetericaris",,,,,,
"",861,,E,"$16,254",$0,"$16,254",$0,"$16,254"
"",,chaceorum) - Wherever found,,,,,,
"",,"Shrimp, California freshwater (Syncaris",,,,,,
"",722,,E,"$12,012","$14,700","$26,712",$0,"$26,712"
"",,pacifica) - Wherever found,,,,,,
"",,"Shrimp, Kentucky cave (Palaemonias ganteri) -",,,,,,
"",661,,E,"$3,500","$30,000","$33,500",$0,"$33,500"
"",,Wherever found,,,,,,
"",,"Tadpole shrimp, vernal pool (Lepidurus",,,,,,
"",160,,E,"$532,516","$237,999","$770,515",$0,"$770,515"
"",,packardi) - Wherever found,,,,,,
Crustaceans subtotal,,,,"$1,886,032","$1,439,197","$3,325,229",$0,"$3,325,229"
Corals,,"Coral, Boulder star (Orbicella franksi) -",,,,,,
"",203,,T,$0,"$528,942","$528,942",$0,"$528,942"
"",,Wherever found,,,,,,
"",,"Coral, elkhorn (Acropora palmata) - Wherever",,,,,,
"",188,,T,$0,"$592,097","$592,097",$0,"$592,097"
"",,found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Coral, Lobed Star (Orbicella annularis) -",,,,,,
"",197,,T,$0,"$554,942","$554,942",$0,"$554,942"
"",,Wherever found,,,,,,
"",,"Coral, Mountainous Star (Orbicella faveolata) -",,,,,,
"",196,,T,$0,"$558,642","$558,642",$0,"$558,642"
"",,Wherever found,,,,,,
"",,"Coral, Pillar (Dendrogyra cylindrus) - Wherever",,,,,,
"",524,,T,$0,"$62,942","$62,942",$0,"$62,942"
"",,found,,,,,,
"",,"Coral, Pillar (Dendrogyra cylindrus) - Wherever",,,,,,
"",214,,NS,$0,"$497,000","$497,000",$0,"$497,000"
"",,found,,,,,,
"",,"Coral, Rough Cactus (Mycetophyllia ferox) -",,,,,,
"",197,,T,$0,"$554,942","$554,942",$0,"$554,942"
"",,Wherever found,,,,,,
"",,"Coral, staghorn (Acropora cervicornis) -",,,,,,
"",179,,T,$0,"$630,397","$630,397",$0,"$630,397"
"",,Wherever found,,,,,,
"",,No Common Name (Acropora globiceps) -,,,,,,
"",187,,T,$0,"$594,055","$594,055",$0,"$594,055"
"",,Wherever found,,,,,,
"",,No Common Name (Acropora jacquelinae) -,,,,,,
"",201,,T,$0,"$538,000","$538,000",$0,"$538,000"
"",,Wherever found,,,,,,
"",,No Common Name (Acropora retusa) -,,,,,,
"",195,,T,$0,"$561,338","$561,338",$0,"$561,338"
"",,Wherever found,,,,,,
"",,No Common Name (Acropora speciosa) -,,,,,,
"",199,,T,$0,"$545,217","$545,217",$0,"$545,217"
"",,Wherever found,,,,,,
"",,No Common Name (Euphyllia paradivisa) -,,,,,,
"",201,,T,$0,"$538,000","$538,000",$0,"$538,000"
"",,Wherever found,,,,,,
"",,No Common Name (Isopora crateriformis) -,,,,,,
"",201,,T,$0,"$538,000","$538,000",$0,"$538,000"
"",,Wherever found,,,,,,
"",,No Common Name (Pavona diffluens) -,,,,,,
"",677,,T,$0,"$31,467","$31,467",$0,"$31,467"
"",,Wherever found,,,,,,
"",,No Common Name (Seriatopora aculeata) -,,,,,,
"",297,,T,$0,"$242,055","$242,055",$0,"$242,055"
"",,Wherever found,,,,,,
Corals subtotal,,,,$0,"$7,568,036","$7,568,036",$0,"$7,568,036"
Flowering Plants,,A`e (Zanthoxylum dipetalum var. tomentosum) -,,,,,,
"",1078,,E,"$7,989",$0,"$7,989",$0,"$7,989"
"",,Wherever found,,,,,,
"",,A`e (Zanthoxylum hawaiiense) - Wherever,,,,,,
"",853,,E,"$16,593",$0,"$16,593",$0,"$16,593"
"",,found,,,,,,
"",1152,A`e (Zanthoxylum oahuense) - Wherever found,E,"$5,417",$0,"$5,417",$0,"$5,417"
"",,`Ahinahina (Argyroxiphium sandwicense ssp.,,,,,,
"",375,,T,"$11,705","$125,000","$136,705",$0,"$136,705"
"",,macrocephalum) - Wherever found,,,,,,
"",,`Ahinahina (Argyroxiphium sandwicense ssp.,,,,,,
"",1116,,E,"$6,480",$0,"$6,480",$0,"$6,480"
"",,sandwicense) - Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"`Aiakeakua, popolo (Solanum sandwicense) -",,,,,,,
"",943,,E,"$12,515",$0,,"$12,515",$0,"$12,515"
"",,Wherever found,,,,,,,
"",,`Aiea (Nothocestrum breviflorum) - Wherever,,,,,,,
"",734,,E,"$15,509","$10,000",,"$25,509",$0,"$25,509"
"",,found,,,,,,,
"",,`Aiea (Nothocestrum latifolium) - Wherever,,,,,,,
"",540,,E,"$47,238","$12,000",,"$59,238",$0,"$59,238"
"",,found,,,,,,,
"",,`Aiea (Nothocestrum peltatum) - Wherever,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,found,,,,,,,
"",,`Akoko (Euphorbia celastroides var. kaenana) -,,,,,,,
"",1120,,E,"$6,412",$0,,"$6,412",$0,"$6,412"
"",,Wherever found,,,,,,,
"",,`Akoko (Euphorbia deppeana) - Wherever,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,found,,,,,,,
"",,`Akoko (Euphorbia eleanoriae) - Wherever,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,found,,,,,,,
"",,`Akoko (Euphorbia haeleeleana) - Wherever,,,,,,,
"",1074,,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",,found,,,,,,,
"",1144,`Akoko (Euphorbia herbstii) - Wherever found,E,"$5,754",$0,,"$5,754",$0,"$5,754"
"",,`Akoko (Euphorbia kuwaleana) - Wherever,,,,,,,
"",1021,,E,"$7,736","$1,792",,"$9,528",$0,"$9,528"
"",,found,,,,,,,
"",,`Akoko (Euphorbia remyi var. kauaiensis) -,,,,,,,
"",1152,,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,,
"",,`Akoko (Euphorbia remyi var. remyi) -,,,,,,,
"",1073,,E,"$8,083",$0,,"$8,083",$0,"$8,083"
"",,Wherever found,,,,,,,
"",1144,`Akoko (Euphorbia rockii) - Wherever found,E,"$5,754",$0,,"$5,754",$0,"$5,754"
"",,''Akoko (Euphorbia halemanui) - Wherever,,,,,,,
"",1083,,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",,found,,,,,,,
"",,"`Akoko, Ewa Plains (Euphorbia skottsbergii",,,,,,,
"",432,,E,"$96,575","$1,561",,"$98,136",$0,"$98,136"
"",,var. skottsbergii) - Wherever found,,,,,,,
"",880,`aku (Cyanea tritomantha) - Wherever found,E,"$13,520","$1,973",,"$15,493",$0,"$15,493"
"",,`aku`aku (Cyanea platyphylla) - Wherever,,,,,,,
"",1060,,E,"$8,326",$0,,"$8,326",$0,"$8,326"
"",,found,,,,,,,
"",,`Ala `ala wai nui (Peperomia subpetiolata) -,,,,,,,
"",1150,,E,"$5,599",$0,,"$5,599",$0,"$5,599"
"",,Wherever found,,,,,,,
"",801,Alani (Melicope adscendens) - Wherever found,E,"$19,768",$0,,"$19,768",$0,"$19,768"
"",926,Alani (Melicope balloui) - Wherever found,E,"$13,284",$0,,"$13,284",$0,"$13,284"
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,Alani (Melicope christophersenii) - Wherever,,,,,,,
"",1008,,E,"$8,073","$1,792",,"$9,865",$0,"$9,865"
"",,found,,,,,,,
"",1152,Alani (Melicope degeneri) - Wherever found,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",1083,Alani (Melicope haupuensis) - Wherever found,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",1083,Alani (Melicope hiiakae) - Wherever found,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",814,Alani (Melicope knudsenii) - Wherever found,E,"$19,044",$0,,"$19,044",$0,"$19,044"
"",1074,Alani (Melicope lydgatei) - Wherever found,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",1074,Alani (Melicope makahae) - Wherever found,E,"$8,073",$0,,"$8,073",$0,"$8,073"
"",,Alani (Melicope mucronulata) - Wherever,,,,,,,
"",1051,,E,"$8,459",$0,,"$8,459",$0,"$8,459"
"",,found,,,,,,,
"",434,Alani (Melicope munroi) - Wherever found,E,"$97,728",$0,,"$97,728",$0,"$97,728"
"",570,Alani (Melicope ovalis) - Wherever found,E,"$14,036","$36,000",,"$50,036",$0,"$50,036"
"",1152,Alani (Melicope pallida) - Wherever found,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",1152,Alani (Melicope paniculata) - Wherever found,E,"$5,417",$0,,"$5,417",$0,"$5,417"
"",1016,Alani (Melicope puberula) - Wherever found,E,"$9,669",$0,,"$9,669",$0,"$9,669"
"",,Alani (Melicope quadrangularis) - Wherever,,,,,,,
"",1051,,E,"$8,459",$0,,"$8,459",$0,"$8,459"
"",,found,,,,,,,
"",1083,Alani (Melicope reflexa) - Wherever found,E,"$7,736",$0,,"$7,736",$0,"$7,736"
"",1097,Alani (Melicope saint-johnii) - Wherever found,E,"$5,417","$1,792",,"$7,209",$0,"$7,209"
"",,Alani (Melicope zahlbruckneri) - Wherever,,,,,,,
"",1082,,E,"$5,833","$1,973",,"$7,806",$0,"$7,806"
"",,found,,,,,,,
"",,"Allocarya, Calistoga (Plagiobothrys strictus) -",,,,,,,
"",997,,E,"$10,000",$300,,"$10,300",$0,"$10,300"
"",,Wherever found,,,,,,,
"",,"Alopecurus, Sonoma (Alopecurus aequalis var.",,,,,,,
"",1076,,E,"$4,620","$3,400",,"$8,020",$0,"$8,020"
"",,sonomensis) - Wherever found,,,,,,,
"",,"Amaranth, seabeach (Amaranthus pumilus) -",,,,,,,
"",275,,T,"$119,133","$162,660",,"$281,793",$0,"$281,793"
"",,Wherever found,,,,,,,
"",,"Ambrosia, San Diego (Ambrosia pumila) -",,,,,,,
"",324,,E,"$26,000","$163,000",,"$189,000",$0,"$189,000"
"",,Wherever found,,,,,,,
"",,"Ambrosia, south Texas (Ambrosia",,,,,,,
"",725,,E,"$26,500",$0,,"$26,500",$0,"$26,500"
"",,cheiranthifolia) - Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Amole, purple (Chlorogalum purpureum) -",,,,,,
"",397,T,,"$19,000","$106,097","$125,097",$0,"$125,097"
"",,Wherever found,,,,,,
"",,"Amphianthus, little (Amphianthus pusillus) -",,,,,,
"",1232,T,,$0,$0,$0,"$2,000","$2,000"
"",,Wherever found,,,,,,
"",,`Anaunau (Lepidium arbuscula) - Wherever,,,,,,
"",1093,E,,"$5,602","$1,792","$7,394",$0,"$7,394"
"",,found,,,,,,
"",782,`Anunu (Sicyos albus) - Wherever found E,,"$16,007","$4,973","$20,980",$0,"$20,980"
"",,`Anunu (Sicyos macrophyllus) - Wherever,,,,,,
"",896,E,,"$8,509","$6,000","$14,509",$0,"$14,509"
"",,found,,,,,,
"",,Aplokating-palaoan (Psychotria malaspinae) -,,,,,,
"",707,E,,"$28,470",$0,"$28,470",$0,"$28,470"
"",,Wherever found,,,,,,
"",,"Arrowhead, bunched (Sagittaria fasciculata) -",,,,,,
"",772,E,,"$18,000",$0,"$18,000","$4,100","$22,100"
"",,Wherever found,,,,,,
"",,"Aster, decurrent false (Boltonia decurrens) -",,,,,,
"",498,T,,"$15,200","$56,044","$71,244",$0,"$71,244"
"",,Wherever found,,,,,,
"",,"Aster, Florida golden (Chrysopsis floridana) -",,,,,,
"",645,E,,"$8,000",$0,"$8,000","$29,000","$37,000"
"",,Wherever found,,,,,,
"",,"Aster, Ruth's golden (Pityopsis ruthii) -",,,,,,
"",781,E,,"$14,000","$7,000","$21,000",$0,"$21,000"
"",,Wherever found,,,,,,
"",,Aupaka (Isodendrion hosakae) - Wherever,,,,,,
"",1109,E,,"$6,665",$0,"$6,665",$0,"$6,665"
"",,found,,,,,,
"",,Aupaka (Isodendrion laurifolium) - Wherever,,,,,,
"",943,E,,"$12,515",$0,"$12,515",$0,"$12,515"
"",,found,,,,,,
"",,Aupaka (Isodendrion longifolium) - Wherever,,,,,,
"",829,T,,"$18,257",$0,"$18,257",$0,"$18,257"
"",,found,,,,,,
"",,"Avens, spreading (Geum radiatum) - Wherever",,,,,,
"",783,E,,"$6,000","$14,475","$20,475",$400,"$20,875"
"",,found,,,,,,
"",,`Awikiwiki (Canavalia molokaiensis) -,,,,,,
"",915,E,,"$8,712","$5,000","$13,712",$0,"$13,712"
"",,Wherever found,,,,,,
"",,`Awikiwiki (Canavalia napaliensis) - Wherever,,,,,,
"",1152,E,,"$5,417",$0,"$5,417",$0,"$5,417"
"",,found,,,,,,
"",,`Awikiwiki (Canavalia pubescens) - Wherever,,,,,,
"",1032,E,,"$9,148",$0,"$9,148",$0,"$9,148"
"",,found,,,,,,
"",1083,Awiwi (Schenkia sebaeoides) - Wherever found E,,"$7,736",$0,"$7,736",$0,"$7,736"
"",1041,'Awiwi (Kadua cookiana) - Wherever found E,,"$8,796",$0,"$8,796",$0,"$8,796"
"",,"Ayenia, Texas (Ayenia limitaris) - Wherever",,,,,,
"",668,E,,"$32,500",$0,"$32,500",$0,"$32,500"
"",,found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Baccharis, Encinitas (Baccharis vanessae) -",,,,,,
"",305,,T,"$2,460","$220,300","$222,760",$0,"$222,760"
"",,Wherever found,,,,,,
"",,"Barbara's Buttons, Mohr's (Marshallia mohrii) -",,,,,,
"",1136,,T,$300,"$1,677","$1,977","$4,000","$5,977"
"",,Wherever found,,,,,,
"",,"Barberry, island (Berberis pinnata ssp. insularis)",,,,,,
"",669,,E,"$22,100","$10,399","$32,499",$0,"$32,499"
"",,- Wherever found,,,,,,
"",,"Barberry, Nevin's (Berberis nevinii) - Wherever",,,,,,
"",1106,,E,$0,"$6,700","$6,700",$0,"$6,700"
"",,found,,,,,,
"",1088,Bariaco (Trichilia triacantha) - Wherever found,E,"$7,500",$0,"$7,500",$0,"$7,500"
"",,"Beaked-rush, Knieskern's (Rhynchospora",,,,,,
"",597,,T,"$29,987","$14,874","$44,861",$0,"$44,861"
"",,knieskernii) - Wherever found,,,,,,
"",,"Bean, sea (Mucuna sloanei var. persericea) -",,,,,,
"",1072,,E,"$8,104",$0,"$8,104",$0,"$8,104"
"",,Wherever found,,,,,,
"",,"Beardtongue, Parachute (Penstemon debilis) -",,,,,,
"",889,,T,"$6,100","$8,800","$14,900",$0,"$14,900"
"",,Wherever found,,,,,,
"",,"Beardtongue, Penland (Penstemon penlandii) -",,,,,,
"",1092,,E,$400,"$7,000","$7,400",$0,"$7,400"
"",,Wherever found,,,,,,
"",,"Beargrass, Britton's (Nolina brittoniana) -",,,,,,
"",674,,E,"$1,200","$21,700","$22,900","$8,900","$31,800"
"",,Wherever found,,,,,,
"",,"Bear-poppy, Dwarf (Arctomecon humilis) -",,,,,,
"",683,,E,$0,"$30,903","$30,903",$0,"$30,903"
"",,Wherever found,,,,,,
"",,"Beauty, Harper's (Harperocallis flava) -",,,,,,
"",672,,E,"$2,000","$29,700","$31,700",$300,"$32,000"
"",,Wherever found,,,,,,
"",,"Bedstraw, El Dorado (Galium californicum ssp.",,,,,,
"",903,,E,"$1,700","$12,450","$14,150",$0,"$14,150"
"",,sierrae) - Wherever found,,,,,,
"",,"Bedstraw, island (Galium buxifolium) -",,,,,,
"",1175,,E,$0,"$4,356","$4,356",$0,"$4,356"
"",,Wherever found,,,,,,
"",,"Bellflower, Brooksville (Campanula robinsiae) -",,,,,,
"",1135,,E,$0,$0,$0,"$6,000","$6,000"
"",,Wherever found,,,,,,
"",,"Birch, Virginia round-leaf (Betula uber) -",,,,,,
"",1260,,T,$400,$0,$400,$0,$400
"",,Wherever found,,,,,,
"",,"Bird's beak, palmate-bracted (Cordylanthus",,,,,,
"",665,,E,"$10,000","$22,992","$32,992",$0,"$32,992"
"",,palmatus) - Wherever found,,,,,,
"",,"Bird's-beak, Pennell's (Cordylanthus tenuis ssp.",,,,,,
"",1232,,E,"$1,700",$300,"$2,000",$0,"$2,000"
"",,capillaris) - Wherever found,,,,,,
"",,"Bird's-beak, salt marsh (Cordylanthus maritimus",,,,,,
"",535,,E,"$27,900","$32,884","$60,784",$0,"$60,784"
"",,ssp. maritimus) - Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Bird's-beak, soft (Cordylanthus mollis ssp.",,,,,,
"",536,,E,"$34,400","$25,800","$60,200",$0,"$60,200"
"",,mollis) - Wherever found,,,,,,
"",,"Birds-in-a-nest, white (Macbridea alba) -",,,,,,
"",1178,,T,"$1,200","$1,100","$2,300","$1,900","$4,200"
"",,Wherever found,,,,,,
"",,"Bittercress, small-anthered (Cardamine",,,,,,
"",1002,,E,"$9,700",$0,"$9,700",$400,"$10,100"
"",,micranthera) - Wherever found,,,,,,
"",,"Bladderpod, Dudley Bluffs (Lesquerella",,,,,,
"",768,,T,"$5,300","$16,000","$21,300","$1,450","$22,750"
"",,congesta) - Wherever found,,,,,,
"",,"Bladderpod, kodachrome (Lesquerella",,,,,,
"",1237,,E,$0,"$1,650","$1,650",$0,"$1,650"
"",,tumulosa) - Wherever found,,,,,,
"",,"Bladderpod, lyrate (Lesquerella lyrata) -",,,,,,
"",1221,,T,"$2,500",$0,"$2,500",$0,"$2,500"
"",,Wherever found,,,,,,
"",,"Bladderpod, Missouri (Physaria filiformis) -",,,,,,
"",562,,T,"$5,000","$45,142","$50,142","$2,000","$52,142"
"",,Wherever found,,,,,,
"",,"Bladderpod, San Bernardino Mountains",,,,,,
"",1270,(Lesquerella kingii ssp. bernardina) - Wherever,E,$0,$100,$100,$0,$100
"",,found,,,,,,
"",,"Bladderpod, Short's (Physaria globosa) -",,,,,,
"",599,,E,"$17,500","$25,843","$43,343","$1,300","$44,643"
"",,Wherever found,,,,,,
"",,"Bladderpod, Spring Creek (Lesquerella",,,,,,
"",1187,,E,"$2,000","$1,660","$3,660",$0,"$3,660"
"",,perforata) - Wherever found,,,,,,
"",,"Bladderpod, white (Lesquerella pallida) -",,,,,,
"",1210,,E,"$3,000",$0,"$3,000",$0,"$3,000"
"",,Wherever found,,,,,,
"",,"Bladderpod, White Bluffs (Physaria douglasii",,,,,,
"",387,,T,"$129,037",$0,"$129,037",$0,"$129,037"
"",,ssp. tuplashensis) - Wherever found,,,,,,
"",,"Bladderpod, Zapata (Lesquerella thamnophila) -",,,,,,
"",1077,,E,"$8,000",$0,"$8,000",$0,"$8,000"
"",,Wherever found,,,,,,
"",,"Blazingstar, Ash Meadows (Mentzelia",,,,,,
"",874,,T,"$15,600",$0,"$15,600",$0,"$15,600"
"",,leucophylla) - Wherever found,,,,,,
"",,"Blazingstar, Heller's (Liatris helleri) - Wherever",,,,,,
"",933,,T,"$4,500","$5,200","$9,700","$3,200","$12,900"
"",,found,,,,,,
"",,"Blazingstar, scrub (Liatris ohlingerae) -",,,,,,
"",1159,,E,$0,$0,$0,"$5,100","$5,100"
"",,Wherever found,,,,,,
"",,"Bluegrass, Hawaiian (Poa sandvicensis) -",,,,,,
"",1152,,E,"$5,417",$0,"$5,417",$0,"$5,417"
"",,Wherever found,,,,,,
"",,"Bluegrass, Mann's (Poa mannii) - Wherever",,,,,,
"",1158,,E,"$5,143",$0,"$5,143",$0,"$5,143"
"",,found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Bluegrass, Napa (Poa napensis) - Wherever",,,,,,,
"",984,,E,"$10,600",$200,,"$10,800",$0,"$10,800"
"",,found,,,,,,,
"",,"Bluegrass, San Bernardino (Poa atropurpurea) -",,,,,,,
"",1159,,E,"$4,600",$500,,"$5,100",$0,"$5,100"
"",,Wherever found,,,,,,,
"",,"Blue-star, Kearney's (Amsonia kearneyana) -",,,,,,,
"",774,,E,"$11,000","$10,900",,"$21,900",$0,"$21,900"
"",,Wherever found,,,,,,,
"",,"Bluet, Roan Mountain (Hedyotis purpurea var.",,,,,,,
"",1132,,E,"$2,900","$2,700",,"$5,600",$500,"$6,100"
"",,montana) - Wherever found,,,,,,,
"",,"Bonamia, Florida (Bonamia grandiflora) -",,,,,,,
"",679,,T,"$6,000","$21,700",,"$27,700","$3,500","$31,200"
"",,Wherever found,,,,,,,
"",,"Boxwood, Vahl's (Buxus vahlii) - Wherever",,,,,,,
"",1025,,E,"$9,500",$0,,"$9,500",$0,"$9,500"
"",,found,,,,,,,
"",,"Brickell-bush, Florida (Brickellia mosieri) -",,,,,,,
"",1244,,E,$0,$0,,$0,"$1,300","$1,300"
"",,Wherever found,,,,,,,
"",,"Brodiaea, Chinese Camp (Brodiaea pallida) -",,,,,,,
"",556,,T,"$49,900","$3,800",,"$53,700",$0,"$53,700"
"",,Wherever found,,,,,,,
"",,"Brodiaea, thread-leaved (Brodiaea filifolia) -",,,,,,,
"",238,,T,"$245,600","$166,868",,"$412,468",$0,"$412,468"
"",,Wherever found,,,,,,,
"",,"Buckwheat, cushenbury (Eriogonum",,,,,,,
"",1151,,E,$200,"$5,300",,"$5,500",$0,"$5,500"
"",,ovalifolium var. vineum) - Wherever found,,,,,,,
"",,"Buckwheat, Ione (incl. Irish Hill) (Eriogonum",,,,,,,
"",708,apricum (incl. var. prostratum)) - Wherever,E,"$25,700","$2,700",,"$28,400",$0,"$28,400"
"",,found,,,,,,,
"",,"Buckwheat, scrub (Eriogonum longifolium var.",,,,,,,
"",625,,T,"$5,500","$26,426",,"$31,926","$8,000","$39,926"
"",,gnaphalifolium) - Wherever found,,,,,,,
"",,"Buckwheat, steamboat (Eriogonum ovalifolium",,,,,,,
"",528,,E,"$38,400","$24,193",,"$62,593",$0,"$62,593"
"",,var. williamsiae) - Wherever found,,,,,,,
"",,"Bully, Everglades (Sideroxylon reclinatum ssp.",,,,,,,
"",1262,,T,$0,$100,,$100,$200,$300
"",,austrofloridense) - Wherever found,,,,,,,
"",,"Bulrush, Northeastern (Scirpus ancistrochaetus)",,,,,,,
"",438,,E,"$75,395","$13,440",,"$88,835","$8,038","$96,873"
"",,-,,,,,,,
"",,"Bush-clover, prairie (Lespedeza leptostachya) -",,,,,,,
"",907,,T,"$9,000","$3,500",,"$12,500","$1,500","$14,000"
"",,Wherever found,,,,,,,
"",,"Bush-mallow, San Clemente Island",,,,,,,
"",342,(Malacothamnus clementinus) - Wherever,E,"$3,500","$158,417",,"$161,917",$0,"$161,917"
"",,found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Bush-mallow, Santa Cruz Island",,,,,,,
"",1113,(Malacothamnus fasciculatus var. nesioticus) -,E,$0,"$6,534",,"$6,534",$0,"$6,534"
"",,Wherever found,,,,,,,
"",,"Buttercup, autumn (Ranunculus aestivalis",,,,,,,
"",1235,,E,$0,"$1,800",,"$1,800",$0,"$1,800"
"",,(=acriformis)) - Wherever found,,,,,,,
"",,"Butterfly plant, Colorado (Gaura neomexicana",,,,,,,
"",468,,T,"$45,000","$39,174",,"$84,174",$100,"$84,274"
"",,var. coloradensis) - Wherever found,,,,,,,
"",,"Butterweed, Layne's (Senecio layneae) -",,,,,,,
"",647,,T,"$17,300","$19,250",,"$36,550",$0,"$36,550"
"",,Wherever found,,,,,,,
"",,"Butterwort, Godfrey's (Pinguicula ionantha) -",,,,,,,
"",1049,,T,"$1,200","$5,600",,"$6,800","$1,800","$8,600"
"",,Wherever found,,,,,,,
"",,"Button-celery, San Diego (Eryngium",,,,,,,
"",314,,E,"$8,300","$198,390",,"$206,690",$0,"$206,690"
"",,aristulatum var. parishii) - Wherever found,,,,,,,
"",,"Cactus, Acuna (Echinomastus erectocentrus var.",,,,,,,
"",832,,E,"$2,000","$15,908",,"$17,908",$0,"$17,908"
"",,acunensis) - Wherever found,,,,,,,
"",,"Cactus, Arizona hedgehog (Echinocereus",,,,,,,
"",695,triglochidiatus var. arizonicus) - Wherever,E,"$12,000","$17,704",,"$29,704",$0,"$29,704"
"",,found,,,,,,,
"",,"Cactus, Bakersfield (Opuntia treleasei) -",,,,,,,
"",737,,E,"$23,000","$2,400",,"$25,400",$0,"$25,400"
"",,Wherever found,,,,,,,
"",,"Cactus, black lace (Echinocereus reichenbachii",,,,,,,
"",864,,E,"$8,000",$0,,"$8,000","$8,089","$16,089"
"",,var. albertii) - Wherever found,,,,,,,
"",,"Cactus, Brady pincushion (Pediocactus bradyi) -",,,,,,,
"",1135,,E,"$4,500","$1,500",,"$6,000",$0,"$6,000"
"",,Wherever found,,,,,,,
"",,"Cactus, Chisos Mountain hedgehog",,,,,,,
"",1239,(Echinocereus chisoensis var. chisoensis) -,T,"$1,000",$500,,"$1,500",$0,"$1,500"
"",,Wherever found,,,,,,,
"",,"Cactus, Cochise pincushion (Coryphantha",,,,,,,
"",1182,,T,"$4,000",$0,,"$4,000",$0,"$4,000"
"",,robbinsorum) - Wherever found,,,,,,,
"",,"Cactus, Colorado hookless (Sclerocactus",,,,,,,
"",360,,T,"$13,100","$131,633",,"$144,733","$1,200","$145,933"
"",,glaucus) - Wherever found,,,,,,,
"",,"Cactus, Fickeisen plains (Pediocactus",,,,,,,
"",743,,E,$800,"$24,000",,"$24,800",$0,"$24,800"
"",,peeblesianus fickeiseniae) - Wherever found,,,,,,,
"",,"Cactus, Florida semaphore (Consolea",,,,,,,
"",1092,,E,"$4,500","$2,300",,"$6,800",$600,"$7,400"
"",,corallicola) - Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Cactus, Key tree (Pilosocereus robinii) -",,,,,,,
"",882,,E,"$3,500","$1,342",,"$4,842","$10,500","$15,342"
"",,Wherever found,,,,,,,
"",,"Cactus, Knowlton's (Pediocactus knowltonii) -",,,,,,,
"",671,,E,"$15,300","$17,000",,"$32,300",$0,"$32,300"
"",,Wherever found,,,,,,,
"",,"Cactus, Kuenzler hedgehog (Echinocereus",,,,,,,
"",390,,T,"$27,000","$100,386",,"$127,386",$0,"$127,386"
"",,fendleri var. kuenzleri) - Wherever found,,,,,,,
"",,"Cactus, Lee pincushion (Coryphantha sneedii",,,,,,,
"",831,,T,"$15,000","$3,000",,"$18,000",$0,"$18,000"
"",,var. leei) - Wherever found,,,,,,,
