Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,,Other Fed,,Federal Total,States Total,,Species Total
"",1090,Alani (Melicope haupuensis) - Wherever found,E,"$10,913",,$0,"$10,913",,$0,"$10,913"
"",1143,Alani (Melicope hiiakae) - Wherever found,E,"$9,995",,$0,"$9,995",,$0,"$9,995"
"",901,Alani (Melicope knudsenii) - Wherever found,E,"$17,275",,"$2,000","$19,275",,$0,"$19,275"
"",615,Alani (Melicope lydgatei) - Wherever found,E,"$56,389",,$0,"$56,389",,$0,"$56,389"
"",1310,Alani (Melicope makahae) - Wherever found,E,"$6,034",,$0,"$6,034",,$0,"$6,034"
"",1039,Alani (Melicope mucronulata) - Wherever found,E,"$10,502",,"$2,000","$12,502",,$0,"$12,502"
"",1236,Alani (Melicope munroi) - Wherever found,E,"$7,942",,$0,"$7,942",,$0,"$7,942"
"",664,Alani (Melicope ovalis) - Wherever found,E,"$6,928",,"$41,400","$48,328",,$0,"$48,328"
"",1253,Alani (Melicope pallida) - Wherever found,E,"$7,582",,$0,"$7,582",,$0,"$7,582"
"",1261,Alani (Melicope paniculata) - Wherever found,E,"$7,408",,$0,"$7,408",,$0,"$7,408"
"",889,Alani (Melicope puberula) - Wherever found,E,"$19,994",,$0,"$19,994",,$0,"$19,994"
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,,Species Total
"",1076,Alani (Melicope quadrangularis) - Wherever found,E,"$11,372",$0,,"$11,372",$0,,"$11,372"
"",1308,Alani (Melicope reflexa) - Wherever found,E,"$6,067",$0,,"$6,067",$0,,"$6,067"
"",886,Alani (Melicope saint-johnii) - Wherever found,E,"$6,208","$13,895",,"$20,103",$0,,"$20,103"
"",1029,Alani (Melicope zahlbruckneri) - Wherever found,E,"$10,728","$2,000",,"$12,728",$0,,"$12,728"
"",1132,"Allocarya, Calistoga (Plagiobothrys strictus) - Wherever found",E,"$10,120",$0,,"$10,120",$0,,"$10,120"
"",,"Alopecurus, Sonoma (Alopecurus aequalis var. sonomensis) - Wherever",,,,,,,,
"",1321,,E,"$4,400","$1,000",,"$5,400",$0,,"$5,400"
"",,found,,,,,,,,
"",302,"Amaranth, seabeach (Amaranthus pumilus) - Wherever found",T,"$133,237","$125,904",,"$259,141",$0,,"$259,141"
"",816,"Ambrosia, San Diego (Ambrosia pumila) - Wherever found",E,"$24,792",$771,,"$25,563",$0,,"$25,563"
"",735,"Ambrosia, south Texas (Ambrosia cheiranthifolia) - Wherever found",E,"$35,000",$400,,"$35,400",$0,,"$35,400"
"",487,"Amole, purple (Chlorogalum purpureum) - Wherever found",T,"$17,520","$87,693",,"$105,213",$0,,"$105,213"
"",1232,"Amphianthus, little (Amphianthus pusillus) - Wherever found",T,"$5,500",$500,,"$6,000","$2,000",,"$8,000"
"",886,`Anaunau (Lepidium arbuscula) - Wherever found,E,"$6,208","$13,895",,"$20,103",$0,,"$20,103"
"",1184,`Anunu (Sicyos albus) - Wherever found,E,"$9,231",$0,,"$9,231",$0,,"$9,231"
"",718,`Anunu (Sicyos macrophyllus) - Wherever found,E,"$6,140","$32,000",,"$38,140",$0,,"$38,140"
"",845,Aplokating-palaoan (Psychotria malaspinae) - Wherever found,E,"$22,987",$0,,"$22,987",$0,,"$22,987"
"",793,"Arrowhead, bunched (Sagittaria fasciculata) - Wherever found",E,"$21,500","$6,439",,"$27,939",$0,,"$27,939"
"",521,"Aster, decurrent false (Boltonia decurrens) - Wherever found",T,"$8,000","$75,100",,"$83,100",$0,,"$83,100"
"",769,"Aster, Florida golden (Chrysopsis floridana) - Wherever found",E,"$27,000",$200,,"$27,200","$3,500",,"$30,700"
"",1179,"Aster, Ruth's golden (Pityopsis ruthii) - Wherever found",E,"$3,500","$5,802",,"$9,302",$0,,"$9,302"
"",704,Aupaka (Isodendrion hosakae) - Wherever found,E,"$9,109","$32,000",,"$41,109",$0,,"$41,109"
"",1111,Aupaka (Isodendrion laurifolium) - Wherever found,E,"$10,552",$0,,"$10,552",$0,,"$10,552"
"",1111,Aupaka (Isodendrion longifolium) - Wherever found,T,"$10,552",$0,,"$10,552",$0,,"$10,552"
"",1169,"Avens, spreading (Geum radiatum) - Wherever found",E,"$5,000","$4,450",,"$9,450",$0,,"$9,450"
"",1059,`Awikiwiki (Canavalia molokaiensis) - Wherever found,E,"$6,928","$5,000",,"$11,928",$0,,"$11,928"
"",1269,`Awikiwiki (Canavalia napaliensis) - Wherever found,E,"$7,288",$0,,"$7,288",$0,,"$7,288"
"",940,`Awikiwiki (Canavalia pubescens) - Wherever found,E,"$17,194",$0,,"$17,194",$0,,"$17,194"
"",1313,Awiwi (Schenkia sebaeoides) - Wherever found,E,"$5,914",$0,,"$5,914",$0,,"$5,914"
"",1303,'Awiwi (Kadua cookiana) - Wherever found,E,"$6,203",$0,,"$6,203",$0,,"$6,203"
"",676,"Ayenia, Texas (Ayenia limitaris) - Wherever found",E,"$46,500",$200,,"$46,700",$0,,"$46,700"
"",1369,"Baccharis, Encinitas (Baccharis vanessae) - Wherever found",T,"$2,343",$100,,"$2,443",$0,,"$2,443"
"",1291,"Barbara's Buttons, Mohr's (Marshallia mohrii) - Wherever found",T,"$1,500",$922,,"$2,422","$4,000",,"$6,422"
"",800,"Barberry, island (Berberis pinnata ssp. insularis) - Wherever found",E,"$21,067","$5,878",,"$26,945",$0,,"$26,945"
"",1412,"Barberry, Nevin's (Berberis nevinii) - Wherever found",E,$0,$700,,$700,$0,,$700
"",1257,Bariaco (Trichilia triacantha) - Wherever found,E,"$7,500",$0,,"$7,500",$0,,"$7,500"
"",492,"Beaked-rush, Knieskern's (Rhynchospora knieskernii) - Wherever found",T,"$22,150","$80,560",,"$102,710",$0,,"$102,710"
"",1252,"Bean, sea (Mucuna sloanei var. persericea) - Wherever found",E,"$7,607",$0,,"$7,607",$0,,"$7,607"
"",767,"Beardtongue, Parachute (Penstemon debilis) - Wherever found",T,"$1,541","$10,206",,"$11,747","$19,550",,"$31,297"
"",1079,"Beardtongue, Penland (Penstemon penlandii) - Wherever found",E,$0,"$11,056",,"$11,056",$0,,"$11,056"
"",758,"Beargrass, Britton's (Nolina brittoniana) - Wherever found",E,$0,"$21,700",,"$21,700","$11,000",,"$32,700"
"",837,"Bear-poppy, Dwarf (Arctomecon humilis) - Wherever found",E,"$10,000","$13,516",,"$23,516",$0,,"$23,516"
"",672,"Beauty, Harper's (Harperocallis flava) - Wherever found",E,"$7,500","$21,700",,"$29,200","$18,000",,"$47,200"
"",,"Bedstraw, El Dorado (Galium californicum ssp. sierrae) - Wherever",,,,,,,,
"",908,,E,"$1,650","$17,300",,"$18,950",$0,,"$18,950"
"",,found,,,,,,,,
"",1229,"Bedstraw, island (Galium buxifolium) - Wherever found",E,$0,"$8,059",,"$8,059",$0,,"$8,059"
"",1354,"Bellflower, Brooksville (Campanula robinsiae) - Wherever found",E,$0,$0,,$0,"$3,500",,"$3,500"
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,,Species Total
"",1412,"Birch, Virginia round-leaf (Betula uber) - Wherever found",T,$700,$0,,$700,$0,,$700
"",830,"Bird's beak, palmate-bracted (Cordylanthus palmatus) - Wherever found",E,"$9,790","$14,300",,"$24,090",$0,,"$24,090"
"",,"Bird's-beak, Pennell's (Cordylanthus tenuis ssp. capillaris) - Wherever",,,,,,,,
"",1393,,E,"$1,650",$0,,"$1,650",$0,,"$1,650"
"",,found,,,,,,,,
"",,"Bird's-beak, salt marsh (Cordylanthus maritimus ssp. maritimus) -",,,,,,,,
"",451,,E,"$26,542","$106,996",,"$133,538",$0,,"$133,538"
"",,Wherever found,,,,,,,,
"",402,"Bird's-beak, soft (Cordylanthus mollis ssp. mollis) - Wherever found",E,"$32,778","$117,200",,"$149,978",$0,,"$149,978"
"",1319,"Birds-in-a-nest, white (Macbridea alba) - Wherever found",T,"$3,500","$1,100",,"$4,600",$900,,"$5,500"
"",1408,"Bittercress, small-anthered (Cardamine micranthera) - Wherever found",E,$700,$200,,$900,$0,,$900
"",912,"Bladderpod, Dudley Bluffs (Lesquerella congesta) - Wherever found",T,"$4,403","$12,956",,"$17,359","$1,108",,"$18,467"
"",1312,"Bladderpod, kodachrome (Lesquerella tumulosa) - Wherever found",E,"$2,000","$3,950",,"$5,950",$0,,"$5,950"
"",1426,"Bladderpod, lyrate (Lesquerella lyrata) - Wherever found",T,$0,$200,,$200,$0,,$200
"",679,"Bladderpod, Missouri (Physaria filiformis) - Wherever found",T,"$9,500","$35,840",,"$45,340",$500,,"$45,840"
"",,"Bladderpod, San Bernardino Mountains (Lesquerella kingii ssp.",,,,,,,,
"",1426,,E,$0,$200,,$200,$0,,$200
"",,bernardina) - Wherever found,,,,,,,,
"",630,"Bladderpod, Short's (Physaria globosa) - Wherever found",E,"$42,500","$9,727",,"$52,227","$1,200",,"$53,427"
"",1294,"Bladderpod, Spring Creek (Lesquerella perforata) - Wherever found",E,"$4,000","$2,400",,"$6,400",$0,,"$6,400"
"",1323,"Bladderpod, white (Lesquerella pallida) - Wherever found",E,"$5,000",$200,,"$5,200",$0,,"$5,200"
"",,"Bladderpod, White Bluffs (Physaria douglasii ssp. tuplashensis) -",,,,,,,,
"",726,,T,"$36,200",$400,,"$36,600",$0,,"$36,600"
"",,Wherever found,,,,,,,,
"",1358,"Bladderpod, Zapata (Lesquerella thamnophila) - Wherever found",E,"$2,800",$400,,"$3,200",$0,,"$3,200"
"",979,"Blazingstar, Ash Meadows (Mentzelia leucophylla) - Wherever found",T,"$14,848",$0,,"$14,848",$0,,"$14,848"
"",1204,"Blazingstar, Heller's (Liatris helleri) - Wherever found",T,"$5,000","$3,600",,"$8,600",$0,,"$8,600"
"",1318,"Blazingstar, scrub (Liatris ohlingerae) - Wherever found",E,$0,$100,,$100,"$5,500",,"$5,600"
"",,"Bluecurls, Hidden Lake (Trichostema austromontanum ssp. compactum)",,,,,,,,
"",776,,T,"$30,000",$0,,"$30,000",$0,,"$30,000"
"",,- Wherever found,,,,,,,,
"",1268,"Bluegrass, Hawaiian (Poa sandvicensis) - Wherever found",E,"$7,309",$0,,"$7,309",$0,,"$7,309"
"",1268,"Bluegrass, Mann's (Poa mannii) - Wherever found",E,"$7,309",$0,,"$7,309",$0,,"$7,309"
"",1132,"Bluegrass, Napa (Poa napensis) - Wherever found",E,"$10,120",$0,,"$10,120",$0,,"$10,120"
"",1330,"Bluegrass, San Bernardino (Poa atropurpurea) - Wherever found",E,"$4,433",$500,,"$4,933",$0,,"$4,933"
"",1318,"Blue-star, Kearney's (Amsonia kearneyana) - Wherever found",E,$500,"$4,600",,"$5,100",$500,,"$5,600"
"",,"Bluet, Roan Mountain (Hedyotis purpurea var. montana) - Wherever",,,,,,,,
"",1364,,E,"$2,700",$0,,"$2,700",$0,,"$2,700"
"",,found,,,,,,,,
"",762,"Bonamia, Florida (Bonamia grandiflora) - Wherever found",T,"$7,500","$21,700",,"$29,200","$3,000",,"$32,200"
"",1311,"Boxwood, Vahl's (Buxus vahlii) - Wherever found",E,"$6,000",$0,,"$6,000",$0,,"$6,000"
"",1362,"Brickell-bush, Florida (Brickellia mosieri) - Wherever found",E,"$1,500",$100,,"$1,600","$1,200",,"$2,800"
"",658,"Brodiaea, Chinese Camp (Brodiaea pallida) - Wherever found",T,"$47,520","$1,200",,"$48,720",$0,,"$48,720"
"",319,"Brodiaea, thread-leaved (Brodiaea filifolia) - Wherever found",T,"$233,899","$1,342",,"$235,241",$0,,"$235,241"
"",,"Buckwheat, cushenbury (Eriogonum ovalifolium var. vineum) -",,,,,,,,
"",1424,,E,$220,$0,,$220,$0,,$220
"",,Wherever found,,,,,,,,
"",,"Buckwheat, Ione (incl. Irish Hill) (Eriogonum apricum (incl. var.",,,,,,,,
"",826,,E,"$24,500",$0,,"$24,500",$0,,"$24,500"
"",,prostratum)) - Wherever found,,,,,,,,
"",,"Buckwheat, scrub (Eriogonum longifolium var. gnaphalifolium) -",,,,,,,,
"",1057,,T,$0,$0,,$0,"$12,000",,"$12,000"
"",,Wherever found,,,,,,,,
"",,"Buckwheat, steamboat (Eriogonum ovalifolium var. williamsiae) -",,,,,,,,
"",577,,E,"$36,608","$28,407",,"$65,015",$0,,"$65,015"
"",,Wherever found,,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,,Other Fed,Federal Total,States Total,,Species Total
"",1404,"Buckwheat, Umtanum Desert (Eriogonum codium) - Wherever found",T,$0,,"$1,050","$1,050",$0,,"$1,050"
"",486,"Bulrush, Northeastern (Scirpus ancistrochaetus) - Wherever found",E,"$70,214",,"$34,400","$104,614",$852,,"$105,466"
"",1075,"Bush-clover, prairie (Lespedeza leptostachya) - Wherever found",T,"$3,500",,"$6,585","$10,085","$1,300",,"$11,385"
"",,"Bush-mallow, San Clemente Island (Malacothamnus clementinus) -",,,,,,,,
"",315,,E,"$3,319",,"$236,089","$239,408",$0,,"$239,408"
"",,Wherever found,,,,,,,,
"",,"Bush-mallow, Santa Cruz Island (Malacothamnus fasciculatus var.",,,,,,,,
"",1058,,E,$0,,"$11,985","$11,985",$0,,"$11,985"
"",,nesioticus) - Wherever found,,,,,,,,
"",,"Buttercup, autumn (Ranunculus aestivalis (=acriformis)) - Wherever",,,,,,,,
"",1073,,E,"$5,500",,"$5,950","$11,450",$0,,"$11,450"
"",,found,,,,,,,,
"",,"Butterfly plant, Colorado (Gaura neomexicana var. coloradensis) -",,,,,,,,
"",397,,T,"$84,244",,"$67,313","$151,557",$100,,"$151,657"
"",,Wherever found,,,,,,,,
"",818,"Butterweed, Layne's (Senecio layneae) - Wherever found",T,"$16,500",,"$8,700","$25,200",$0,,"$25,200"
"",1257,"Butterwort, Godfrey's (Pinguicula ionantha) - Wherever found",T,"$5,000",,"$1,100","$6,100","$1,400",,"$7,500"
"",,"Button-celery, San Diego (Eryngium aristulatum var. parishii) -",,,,,,,,
"",544,,E,"$7,862",,"$68,048","$75,910",$0,,"$75,910"
"",,Wherever found,,,,,,,,
"",,"Cactus, Acuna (Echinomastus erectocentrus var. acunensis) - Wherever",,,,,,,,
"",719,,E,"$2,500",,"$33,000","$35,500","$2,500",,"$38,000"
"",,found,,,,,,,,
"",,"Cactus, Arizona hedgehog (Echinocereus triglochidiatus var. arizonicus)",,,,,,,,
"",864,,E,"$10,000",,"$9,402","$19,402","$2,000",,"$21,402"
"",,- Wherever found,,,,,,,,
"",832,"Cactus, Bakersfield (Opuntia treleasei) - Wherever found",E,"$21,780",,"$2,220","$24,000",$0,,"$24,000"
"",,"Cactus, black lace (Echinocereus reichenbachii var. albertii) - Wherever",,,,,,,,
"",751,,E,"$7,200",,$100,"$7,300","$25,936",,"$33,236"
"",,found,,,,,,,,
"",1276,"Cactus, Brady pincushion (Pediocactus bradyi) - Wherever found",E,"$2,000",,"$2,500","$4,500","$2,500",,"$7,000"
"",,"Cactus, Chisos Mountain hedgehog (Echinocereus chisoensis var.",,,,,,,,
"",1385,,T,"$1,000",,"$1,000","$2,000",$0,,"$2,000"
"",,chisoensis) - Wherever found,,,,,,,,
"",,"Cactus, Cochise pincushion (Coryphantha robbinsiorum) - Wherever",,,,,,,,
"",1328,,T,"$4,400",,$100,"$4,500",$500,,"$5,000"
"",,found,,,,,,,,
"",400,"Cactus, Colorado hookless (Sclerocactus glaucus) - Wherever found",T,"$18,924",,"$130,596","$149,520","$1,518",,"$151,038"
"",,"Cactus, Fickeisen plains (Pediocactus peeblesianus fickeiseniae) -",,,,,,,,
"",844,,E,"$4,000",,"$17,000","$21,000","$2,000",,"$23,000"
"",,Wherever found,,,,,,,,
"",1201,"Cactus, Florida semaphore (Consolea corallicola) - Wherever found",E,"$4,500",,"$3,600","$8,100",$600,,"$8,700"
"",932,"Cactus, Key tree (Pilosocereus robinii) - Wherever found",E,"$4,500",,"$1,053","$5,553","$12,000",,"$17,553"
"",892,"Cactus, Knowlton's (Pediocactus knowltonii) - Wherever found",E,"$10,921",,"$5,800","$16,721","$3,125",,"$19,846"
"",,"Cactus, Kuenzler hedgehog (Echinocereus fendleri var. kuenzleri) -",,,,,,,,
"",466,,E,"$32,000",,"$95,300","$127,300",$0,,"$127,300"
"",,Wherever found,,,,,,,,
"",,"Cactus, Lee pincushion (Coryphantha sneedii var. leei) - Wherever",,,,,,,,
"",924,,T,"$17,959",,$0,"$17,959",$0,,"$17,959"
"",,found,,,,,,,,
"",,"Cactus, Lloyd's Mariposa (Echinomastus mariposensis) - Wherever",,,,,,,,
"",1385,,T,"$1,000",,"$1,000","$2,000",$0,,"$2,000"
"",,found,,,,,,,,
"",840,"Cactus, Mesa Verde (Sclerocactus mesae-verdae) - Wherever found",T,"$7,420",,"$15,875","$23,295",$0,,"$23,295"
"",1406,"Cactus, Nellie cory (Coryphantha minima) - Wherever found",E,"$1,000",,$0,"$1,000",$0,,"$1,000"
"",,"Cactus, Nichol's Turk's head (Echinocactus horizonthalonius var.",,,,,,,,
"",1359,,E,$300,,"$2,200","$2,500",$500,,"$3,000"
"",,nicholii) - Wherever found,,,,,,,,
"",690,"Cactus, Pariette (Sclerocactus brevispinus) - Wherever found",T,"$36,000",,"$7,076","$43,076",$0,,"$43,076"
"",,"Cactus, Peebles Navajo (Pediocactus peeblesianus var. peeblesianus) -",,,,,,,,
"",911,,E,$200,,"$16,300","$16,500","$2,000",,"$18,500"
"",,Wherever found,,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Cactus, Pima pineapple (Coryphantha scheeri var. robustispina) -",,,,,,
"",501,,E,"$12,500","$77,765","$90,265","$3,500","$93,765"
"",,Wherever found,,,,,,
"",717,"Cactus, San Rafael (Pediocactus despainii) - Wherever found",E,"$16,500","$21,900","$38,400",$0,"$38,400"
"",,"Cactus, Siler pincushion (Pediocactus (=Echinocactus,=Utahia) sileri) -",,,,,,
"",835,,T,"$4,000","$18,150","$22,150","$1,500","$23,650"
"",,Wherever found,,,,,,
"",,"Cactus, Sneed pincushion (Coryphantha sneedii var. sneedii) - Wherever",,,,,,
"",911,,E,$500,"$18,000","$18,500",$0,"$18,500"
"",,found,,,,,,
"",1286,"Cactus, star (Astrophytum asterias) - Wherever found",E,"$6,400",$200,"$6,600",$0,"$6,600"
"",,"Cactus, Tobusch fishhook (Sclerocactus brevihamatus ssp. tobuschii) -",,,,,,
"",469,,E,"$125,000",$500,"$125,500",$0,"$125,500"
"",,Wherever found,,,,,,
"",,"Cactus, Uinta Basin hookless (Sclerocactus wetlandicus) - Wherever",,,,,,
"",587,,T,"$47,500","$14,186","$61,686",$0,"$61,686"
"",,found,,,,,,
"",657,"Cactus, Winkler (Pediocactus winkleri) - Wherever found",T,"$15,500","$33,400","$48,900",$0,"$48,900"
"",524,"Cactus, Wright fishhook (Sclerocactus wrightiae) - Wherever found",E,"$7,500","$74,400","$81,900",$0,"$81,900"
"",1251,"Campion, fringed (Silene polypetala) - Wherever found",E,"$1,000",$0,"$1,000","$6,700","$7,700"
"",1367,Capa rosa (Callicarpa ampla) - Wherever found,E,"$2,500",$0,"$2,500",$0,"$2,500"
"",212,"Catchfly, Spalding's (Silene spaldingii) - Wherever found",T,"$476,313","$28,922","$505,235","$46,970","$552,205"
"",1418,"Cat's-eye, Terlingua Creek (Cryptantha crassipes) - Wherever found",E,$500,$0,$500,$0,$500
"",878,"Ceanothus, coyote (Ceanothus ferrisae) - Wherever found",E,"$16,390","$4,000","$20,390",$0,"$20,390"
"",1050,"Ceanothus, Pine Hill (Ceanothus roderickii) - Wherever found",E,"$4,150","$8,000","$12,150",$0,"$12,150"
"",897,"Centaury, spring-loving (Centaurium namophilum) - Wherever found",T,"$19,636",$0,"$19,636",$0,"$19,636"
"",,"Chaff-flower, round-leaved (Achyranthes splendens var. rotundata) -",,,,,,
"",374,,E,"$167,952",$0,"$167,952",$0,"$167,952"
"",,Wherever found,,,,,,
"",335,"Chaffseed, American (Schwalbea americana) - Wherever found",E,"$92,244","$108,674","$200,918","$2,500","$203,418"
"",1200,"Checker-mallow, Keck's (Sidalcea keckii) - Wherever found",E,"$8,140",$629,"$8,769",$0,"$8,769"
"",,"Checker-mallow, Kenwood Marsh (Sidalcea oregana ssp. valida) -",,,,,,
"",1393,,E,"$1,650",$0,"$1,650",$0,"$1,650"
"",,Wherever found,,,,,,
"",475,"Checker-mallow, Nelson's (Sidalcea nelsoniana) - Wherever found",T,"$119,954",$400,"$120,354",$0,"$120,354"
"",,"Checkermallow, Wenatchee Mountains (Sidalcea oregana var. calva) -",,,,,,
"",1413,,E,$452,$200,$652,$0,$652
"",,Local Endemic,,,,,,
"",1232,"Chumbo, Higo (Harrisia portoricensis) - Wherever found",T,"$8,000",$0,"$8,000",$0,"$8,000"
"",1328,Chupacallos (Pleodendron macranthum) - Wherever found,E,"$5,000",$0,"$5,000",$0,"$5,000"
"",1084,"Clarkia, Presidio (Clarkia franciscana) - Wherever found",E,"$9,020","$2,000","$11,020",$0,"$11,020"
"",916,"Clarkia, Springville (Clarkia springvillensis) - Wherever found",T,"$11,000","$7,361","$18,361",$0,"$18,361"
"",1367,"Cliffrose, Arizona (Purshia (=Cowania) subintegra) - Wherever found",E,$300,"$1,700","$2,000",$500,"$2,500"
"",1392,"Clover, Monterey (Trifolium trichocalyx) - Wherever found",E,"$1,666",$0,"$1,666",$0,"$1,666"
"",340,"Clover, running buffalo (Trifolium stoloniferum) - Wherever found",E,"$100,998","$67,260","$168,258","$30,784","$199,042"
"",919,"Clover, showy Indian (Trifolium amoenum) - Wherever found",E,"$16,500","$1,700","$18,200",$0,"$18,200"
"",911,Cobana negra (Stahlia monosperma) - Wherever found,T,"$18,500",$0,"$18,500",$0,"$18,500"
"",636,"Coneflower, smooth (Echinacea laevigata) - Wherever found",E,"$26,500","$20,970","$47,470","$5,000","$52,470"
"",1406,"Cory cactus, bunched (Coryphantha ramillosa) - Wherever found",T,$0,"$1,000","$1,000",$0,"$1,000"
"",1427,"Crownbeard, big-leaved (Verbesina dissita) - Wherever found",T,$0,$100,$100,$0,$100
"",,"Crownscale, San Jacinto Valley (Atriplex coronata var. notatior) -",,,,,,
"",1249,,E,"$7,733",$0,"$7,733",$0,"$7,733"
"",,Wherever found,,,,,,
"",812,"Cycladenia, Jones (Cycladenia humilis var. jonesii) - Wherever found",T,"$3,000","$22,550","$25,550",$500,"$26,050"
"",1332,"Daisy, Lakeside (Hymenoxys herbacea) - Wherever found",T,"$3,000","$1,859","$4,859",$0,"$4,859"
"",1245,"Daisy, Parish's (Erigeron parishii) - Wherever found",T,$220,"$7,600","$7,820",$0,"$7,820"
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,Federal Total,States Total,,Species Total
"",271,"Daisy, Willamette (Erigeron decumbens) - Wherever found E",,"$92,173","$257,696","$349,869",$0,,"$349,869"
"",1273,"Dawn-flower, Texas prairie (Hymenoxys texana) - Wherever found E",,"$2,000","$5,100","$7,100",$0,,"$7,100"
"",227,"Desert-parsley, Bradshaw's (Lomatium bradshawii) - Wherever found E",,"$260,092","$229,796","$489,888",$0,,"$489,888"
"",1391,"Dogweed, ashy (Thymophylla tephroleuca) - Wherever found E",,"$1,400",$300,"$1,700",$0,,"$1,700"
"",482,"Dropwort, Canby's (Oxypolis canbyi) - Wherever found E",,"$87,000","$10,410","$97,410","$15,000",,"$112,410"
"",1002,"Dudleya, Conejo (Dudleya abramsii ssp. parva) - Wherever found T",,"$13,651",$0,"$13,651",$0,,"$13,651"
"",,"Dudleya, marcescent (Dudleya cymosa ssp. marcescens) - Wherever",,,,,,,
"",1001,T,,"$13,684",$0,"$13,684",$0,,"$13,684"
"",,found,,,,,,,
"",878,"Dudleya, Santa Clara Valley (Dudleya setchellii) - Wherever found E",,"$16,390","$4,000","$20,390",$0,,"$20,390"
"",956,"Dudleya, Santa Cruz Island (Dudleya nesiotica) - Wherever found T",,"$16,151",$0,"$16,151",$0,,"$16,151"
"",725,"Dudleya, Verity's (Dudleya verityi) - Wherever found T",,"$35,614","$1,000","$36,614",$0,,"$36,614"
"",1031,"Dwarf-flax, Marin (Hesperolinon congestum) - Wherever found T",,"$10,670","$2,000","$12,670",$0,,"$12,670"
"",,`Ena`ena (Pseudognaphalium sandwicensium var. molokaiense) -,,,,,,,
"",1293,E,,"$5,914",$500,"$6,414",$0,,"$6,414"
"",,Wherever found,,,,,,,
"",1328,Erubia (Solanum drymophilum) - Wherever found E,,"$5,000",$0,"$5,000",$0,,"$5,000"
"",,"Evening-primrose, Antioch Dunes (Oenothera deltoides ssp. howellii) -",,,,,,,
"",470,E,,"$123,450",$0,"$123,450",$0,,"$123,450"
"",,Wherever found,,,,,,,
"",532,"Evening-primrose, Eureka Valley (Oenothera avita ssp. eurekensis) - E",,"$28,350","$50,000","$78,350",$0,,"$78,350"
"",,"Evening-primrose, San Benito (Camissonia benitensis) - Wherever",,,,,,,
"",936,T,,$0,"$17,400","$17,400",$0,,"$17,400"
"",,found,,,,,,,
"",421,"Fiddleneck, large-flowered (Amsinckia grandiflora) - Wherever found E",,"$15,840","$124,800","$140,640",$0,,"$140,640"
"",1409,"Flannelbush, Mexican (Fremontodendron mexicanum) - Wherever found E",,$250,$500,$750,$0,,$750
"",,"Flannelbush, Pine Hill (Fremontodendron californicum ssp. decumbens) -",,,,,,,
"",1164,E,,$0,"$9,500","$9,500",$0,,"$9,500"
"",,Wherever found,,,,,,,
"",1391,"Flax, Carter's small-flowered (Linum carteri carteri) - Wherever found E",,"$1,000",$0,"$1,000",$700,,"$1,700"
"",1343,"Flax, sand (Linum arenicola) - Wherever found E",,"$2,500",$700,"$3,200","$1,300",,"$4,500"
"",1317,"Fleabane, Zuni (Erigeron rhizomatus) - Wherever found T",,"$1,000","$4,200","$5,200",$500,,"$5,700"
"",388,"Four-o'clock, MacFarlane's (Mirabilis macfarlanei) - Wherever found T",,"$118,648","$33,600","$152,248","$4,983",,"$157,231"
"",,"Fringepod, Santa Cruz Island (Thysanocarpus conchuliferus) - Wherever",,,,,,,
"",1364,E,,"$2,500",$200,"$2,700",$0,,"$2,700"
"",,found,,,,,,,
"",1359,"Fringe-tree, pygmy (Chionanthus pygmaeus) - Wherever found E",,$0,$0,$0,"$3,000",,"$3,000"
"",270,"Fritillary, Gentner's (Fritillaria gentneri) - Wherever found E",,"$125,262","$225,000","$350,262",$0,,"$350,262"
"",1048,"Gardenia (=Na`u), Hawaiian (Gardenia brighamii) - Wherever found E",,"$12,216",$0,"$12,216",$0,,"$12,216"
"",,"Geranium, Hawaiian red-flowered (Geranium arboreum) - Wherever",,,,,,,
"",537,E,,"$14,691","$62,000","$76,691",$0,,"$76,691"
"",,found,,,,,,,
"",1024,"Gerardia, sandplain (Agalinis acuta) - Wherever found E",,"$9,600","$2,640","$12,240",$650,,"$12,890"
"",,"Gilia, Hoffmann's slender-flowered (Gilia tenuiflora ssp. hoffmannii) -",,,,,,,
"",1083,E,,"$2,500","$8,530","$11,030",$0,,"$11,030"
"",,Wherever found,,,,,,,
"",730,"Gilia, Monterey (Gilia tenuiflora ssp. arenaria) - Wherever found E",,"$14,560","$21,635","$36,195",$0,,"$36,195"
"",1426,"Gladecress, Fleshy-fruit (Leavenworthia crassa) - Wherever found E",,$0,$200,$200,$0,,$200
"",,"Glade cress, Kentucky (Leavenworthia exigua laciniata) - Wherever",,,,,,,
"",853,T,,"$18,500","$3,710","$22,210",$0,,"$22,210"
"",,found,,,,,,,
"",1401,"Gladecress, Texas golden (Leavenworthia texana) - Wherever found E",,"$1,000",$200,"$1,200",$0,,"$1,200"
"",959,"Goetzea, beautiful (Goetzea elegans) - Wherever found E",,"$16,000",$0,"$16,000",$0,,"$16,000"
