Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,,Other Fed,,Federal Total,States Total,,Species Total
"",678,"Kidneyshell, southern (Ptychobranchus jonesi) - Wherever found E",,"$8,500","$37,843","$46,343",$0,,"$46,343"
"",649,"Kidneyshell, triangular (Ptychobranchus greenii) - Wherever found E",,"$44,000","$4,682","$48,682","$2,000",,"$50,682"
"",,"Lampmussel, Alabama (Lampsilis virescens) - Wherever found; Except",,,,,,,
"",1242,E,,"$7,500",$400,"$7,900",$0,,"$7,900"
"",,where listed as Experimental Populations,,,,,,,
"",,"Lampmussel, Alabama (Lampsilis virescens) - AL; Free-Flowing Reach",,,,,,,
"",1317,"of the Tennessee River below the Wilson Dam, Colbert and Lauderdale EXPN",,$0,$0,$0,"$5,700",,"$5,700"
"",,"Counties, AL",,,,,,,
"",1331,"Lilliput, pale (pearlymussel) (Toxolasma cylindrellus) - Wherever found E",,"$4,500",$400,"$4,900",$0,,"$4,900"
"",,"Mapleleaf, winged (Quadrula fragosa) - Wherever found, except where",,,,,,,
"",292,E,,"$188,000","$100,507","$288,507",$0,,"$288,507"
"",,listed as an experimental population,,,,,,,
"",,"Mapleleaf, winged (Quadrula fragosa) - U.S.A. (AL-specified portions",,,,,,,
"",686,EXPN,,"$44,000",$0,"$44,000",$0,,"$44,000"
"",,of the Tennessee River; see 17.85(a)(1)),,,,,,,
"",665,"Moccasinshell, Alabama (Medionidus acutissimus) - Wherever found T",,"$42,500","$2,382","$44,882","$3,000",,"$47,882"
"",687,"Moccasinshell, Coosa (Medionidus parvulus) - Wherever found E",,"$42,500",$0,"$42,500","$1,000",,"$43,500"
"",614,"Moccasinshell, Gulf (Medionidus penicillatus) - Wherever found E",,"$26,500","$27,400","$53,900","$2,500",,"$56,400"
"",,"Moccasinshell, Ochlockonee (Medionidus simpsonianus) - Wherever",,,,,,,
"",744,E,,"$11,500","$21,800","$33,300","$1,000",,"$34,300"
"",,found,,,,,,,
"",407,"Moccasinshell, Suwannee (Medionidus walkeri) - Wherever found T",,"$122,000","$21,700","$143,700","$5,000",,"$148,700"
"",,"Monkeyface, Appalachian (pearlymussel) (Quadrula sparsa) - Wherever",,,,,,,
"",915,E,,"$18,000",$400,"$18,400",$0,,"$18,400"
"",,found,,,,,,,
"",,"Monkeyface, Appalachian (pearlymussel) (Quadrula sparsa) - USA (TN -",,,,,,,
"",1419,specified portions of the French Broad and Holston Rivers; see EXPN,,$0,$422,$422,$0,,$422
"",,17.85(b)(1)),,,,,,,
"",,"Monkeyface, Cumberland (pearlymussel) (Quadrula intermedia) -",,,,,,,
"",452,E,,"$2,000","$131,322","$133,322",$0,,"$133,322"
"",,Wherever found; Except where listed as Experimental Populations,,,,,,,
"",,"Monkeyface, Cumberland (pearlymussel) (Quadrula intermedia) -",,,,,,,
"",995,U.S.A. (TN - specified portions of the French Broad and Holston Rivers; EXPN,,"$14,000",$0,"$14,000",$0,,"$14,000"
"",,see 17.85(b)(1)),,,,,,,
"",300,"Mucket, Neosho (Lampsilis rafinesqueana) - Wherever found E",,"$120,928","$144,011","$264,939",$100,,"$265,039"
"",967,"Mucket, orangenacre (Lampsilis perovalis) - Wherever found T",,"$5,000","$10,403","$15,403",$0,,"$15,403"
"",207,"Mucket, pink (pearlymussel) (Lampsilis abrupta) - Wherever found E",,"$419,415","$132,979","$552,394","$32,900",,"$585,294"
"",,"Mussel, oyster (Epioblasma capsaeformis) - Wherever found; Except",,,,,,,
"",736,E,,"$32,500","$2,591","$35,091",$0,,"$35,091"
"",,where listed as Experimental Populations,,,,,,,
"",,"Mussel, oyster (Epioblasma capsaeformis) - AL; Free-Flowing Reach of",,,,,,,
"",1384,"the Tennessee River below the Wilson Dam, Colbert and Lauderdale EXPN",,$0,"$2,020","$2,020",$0,,"$2,020"
"",,"Counties, AL",,,,,,,
"",,"Mussel, oyster (Epioblasma capsaeformis) - U.S.A. (TN - specified",,,,,,,
"",1317,EXPN,,$0,$0,$0,"$5,700",,"$5,700"
"",,portions of the French Broad and Holston Rivers; see 17.85(b)(1)),,,,,,,
"",534,"Mussel, scaleshell (Leptodea leptodon) - Wherever found E",,"$50,000","$27,158","$77,158","$1,000",,"$78,158"
"",336,"Mussel, sheepnose (Plethobasus cyphyus) - Wherever found E",,"$61,015","$134,459","$195,474","$6,800",,"$202,274"
"",430,"Mussel, snuffbox (Epioblasma triquetra) - Wherever found E",,"$79,937","$50,712","$130,649","$7,600",,"$138,249"
"",1164,"Pearlshell, Alabama (Margaritifera marrianae) - Wherever found E",,"$9,500",$0,"$9,500",$0,,"$9,500"
"",287,"Pearlshell, Louisiana (Margaritifera hembeli) - Wherever found T",,"$279,000","$13,320","$292,320",$900,,"$293,220"
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Pearlymussel, birdwing (Lemiox rimosus) - Wherever found; Except",,,,,,,
"",990,,E,"$8,000",$620,,"$8,620","$5,700","$14,320"
"",,where listed as Experimental Populations,,,,,,,
"",,"Pearlymussel, birdwing (Lemiox rimosus) - AL; Free-Flowing Reach of",,,,,,,
"",1425,"the Tennessee River below the Wilson Dam, Colbert, and Lauderdale",EXPN,$0,$202,,$202,$0,$202
"",,"Counties, AL",,,,,,,
"",,"Pearlymussel, cracking (Hemistena lata) - Wherever found; Except",,,,,,,
"",401,,E,"$19,000","$131,120",,"$150,120",$0,"$150,120"
"",,where listed as Experimental Populations,,,,,,,
"",,"Pearlymussel, cracking (Hemistena lata) - AL; Free-Flowing Reach of",,,,,,,
"",1420,"the Tennessee River below the Wilson Dam, Colbert and Lauderdale",EXPN,$0,$404,,$404,$0,$404
"",,"Counties, AL",,,,,,,
"",1426,"Pearlymussel, Curtis (Epioblasma florentina curtisii) - Wherever found",E,$200,$0,,$200,$0,$200
"",,"Pearlymussel, dromedary (Dromus dromas) - Wherever found; Except",,,,,,,
"",909,,E,"$8,500","$2,591",,"$11,091","$7,700","$18,791"
"",,where listed as Experimental Populations,,,,,,,
"",,"Pearlymussel, dromedary (Dromus dromas) - AL; Free-Flowing Reach",,,,,,,
"",1400,"of the Tennessee River below the Wilson Dam, Colbert and Lauderdale",EXPN,$0,"$1,212",,"$1,212",$0,"$1,212"
"",,"Counties, AL",,,,,,,
"",814,"Pearlymussel, littlewing (Pegias fabula) - Wherever found",E,"$18,500","$2,275",,"$20,775","$5,000","$25,775"
"",396,"Pearlymussel, slabside (Pleuronaia dolabelloides) - Wherever found",E,"$13,500","$138,649",,"$152,149",$0,"$152,149"
"",1351,"Pigtoe, Cumberland (Pleurobema gibberum) - Wherever found",E,"$2,000","$1,814",,"$3,814",$0,"$3,814"
"",1339,"Pigtoe, dark (Pleurobema furvum) - Wherever found",E,"$4,500",$120,,"$4,620",$0,"$4,620"
"",,"Pigtoe, finerayed (Fusconaia cuneolus) - Wherever found; Except where",,,,,,,
"",412,,E,"$13,500","$131,120",,"$144,620",$0,"$144,620"
"",,listed as Experimental Populations,,,,,,,
"",,"Pigtoe, finerayed (Fusconaia cuneolus) - AL; Free-Flowing Reach of the",,,,,,,
"",1405,"Tennessee River below the Wilson Dam, Colbert and Lauderdale",EXPN,$0,"$1,010",,"$1,010",$0,"$1,010"
"",,"Counties, AL",,,,,,,
"",625,"Pigtoe, fuzzy (Pleurobema strodeanum) - Wherever found",T,"$17,000","$37,059",,"$54,059",$0,"$54,059"
"",705,"Pigtoe, Georgia (Pleurobema hanleyianum) - Wherever found",E,"$37,500",$199,,"$37,699","$3,000","$40,699"
"",1096,"Pigtoe, heavy (Pleurobema taitianum) - Wherever found",E,"$3,500","$7,324",,"$10,824",$0,"$10,824"
"",698,"Pigtoe, narrow (Fusconaia escambia) - Wherever found",T,"$20,000","$21,900",,"$41,900",$0,"$41,900"
"",552,"Pigtoe, oval (Pleurobema pyriforme) - Wherever found",E,"$18,000","$50,294",,"$68,294","$5,000","$73,294"
"",528,"Pigtoe, rough (Pleurobema plenum) - Wherever found",E,"$48,000","$29,147",,"$77,147","$2,800","$79,947"
"",,"Pigtoe, rough (Pleurobema plenum) - U.S.A. (TN - specified portions of",,,,,,,
"",1405,,EXPN,$0,"$1,010",,"$1,010",$0,"$1,010"
"",,the French Broad and Holston Rivers; see 17.85(b)(1)),,,,,,,
"",,"Pigtoe, shiny (Fusconaia cor) - Wherever found; Except where listed as",,,,,,,
"",1106,,E,"$10,000",$620,,"$10,620",$0,"$10,620"
"",,Experimental Populations,,,,,,,
"",,"Pigtoe, shiny (Fusconaia cor) - AL; Free-Flowing Reach of the",,,,,,,
"",1415,"Tennessee River below the Wilson Dam, Colbert and Lauderdale",EXPN,$0,$606,,$606,$0,$606
"",,"Counties, AL",,,,,,,
"",,"Pigtoe, shiny (Fusconaia cor) - U.S.A. (TN - specified portions of the",,,,,,,
"",457,,EXPN,$0,"$130,500",,"$130,500",$0,"$130,500"
"",,French Broad and Holston Rivers; see 17.85(b)(1)),,,,,,,
"",668,"Pigtoe, southern (Pleurobema georgianum) - Wherever found",E,"$42,500",$0,,"$42,500","$5,000","$47,500"
"",865,"Pigtoe, tapered (Fusconaia burkei) - Wherever found",T,"$5,000","$16,361",,"$21,361",$0,"$21,361"
"",,"Pimpleback, orangefoot (pearlymussel) (Plethobasus cooperianus) -",,,,,,,
"",553,,E,"$42,000","$28,733",,"$70,733","$2,000","$72,733"
"",,Wherever found,,,,,,,
"",365,"Pocketbook, fat (Potamilus capax) - Wherever found",E,"$90,500","$66,066",,"$156,566","$17,350","$173,916"
"",644,"Pocketbook, finelined (Lampsilis altilis) - Wherever found",T,"$43,500","$2,961",,"$46,461","$5,000","$51,461"
"",589,"Pocketbook, Ouachita rock (Arkansia wheeleri) - Wherever found",E,"$58,000","$3,430",,"$61,430",$0,"$61,430"
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",554,"Pocketbook, shinyrayed (Lampsilis subangulata) - Wherever found E",,"$24,000","$43,499","$67,499","$5,000","$72,499"
"",1126,"Pocketbook, speckled (Lampsilis streckeri) - Wherever found E",,"$9,000",$100,"$9,100","$1,200","$10,300"
"",,Purple Cat's paw (=Purple Cat's paw pearlymussel) (Epioblasma,,,,,,
"",801,obliquata obliquata) - Wherever found; Except where listed as E,,"$3,000","$3,903","$6,903","$20,000","$26,903"
"",,Experimental Populations,,,,,,
"",,Purple cat's paw (=purple cat's paw pearlymussel) (Epioblasma obliquata,,,,,,
"",1014,obliquata) - AL; Free-Flowing Reach of the Tennessee River below the EXPN,,"$10,000","$3,202","$13,202",$0,"$13,202"
"",,"Wilson Dam, Colbert and Lauderdale Counties, AL",,,,,,
"",386,Rabbitsfoot (Quadrula cylindrica cylindrica) - Wherever found T,,"$103,375","$50,381","$153,756","$3,810","$157,566"
"",881,"Rabbitsfoot, rough (Quadrula cylindrica strigillata) - Wherever found E",,"$19,500",$822,"$20,322",$0,"$20,322"
"",479,"Riffleshell, northern (Epioblasma torulosa rangiana) - Wherever found E",,"$94,015","$17,650","$111,665","$5,000","$116,665"
"",,"Riffleshell, tan (Epioblasma florentina walkeri (=E. walkeri)) -",,,,,,
"",581,E,,"$42,500","$1,449","$43,949","$20,000","$63,949"
"",,Wherever found,,,,,,
"",594,Ring pink (mussel) (Obovaria retusa) - Wherever found E,,"$32,500","$26,473","$58,973","$2,000","$60,973"
"",804,"Sandshell, Southern (Hamiota australis) - Wherever found T",,"$4,500","$22,161","$26,661",$0,"$26,661"
"",440,"Slabshell, Chipola (Elliptio chipolaensis) - Wherever found T",,"$8,000","$128,508","$136,508",$0,"$136,508"
"",299,Spectaclecase (mussel) (Cumberlandia monodonta) - Wherever found E,,"$116,815","$134,748","$251,563","$17,700","$269,263"
"",1352,"Spinymussel, Altamaha (Elliptio spinosa) - Wherever found E",,$250,"$1,500","$1,750","$2,000","$3,750"
"",410,"Spinymussel, James (Pleurobema collina) - Wherever found E",,"$144,000","$1,700","$145,700",$0,"$145,700"
"",872,"Spinymussel, Tar River (Elliptio steinstansana) - Wherever found E",,"$19,000","$1,819","$20,819",$0,"$20,819"
"",327,"Threeridge, fat (mussel) (Amblema neislerii) - Wherever found E",,"$74,500","$131,221","$205,721","$4,000","$209,721"
"",,"Wartyback, white (pearlymussel) (Plethobasus cicatricosus) - Wherever",,,,,,
"",1256,E,,"$5,500","$1,208","$6,708",$800,"$7,508"
"",,found,,,,,,
"",230,"Wedgemussel, dwarf (Alasmidonta heterodon) - Wherever found E",,"$345,172","$131,067","$476,239","$8,441","$484,680"
Clams subtotal,,,,"$4,502,737","$3,505,703","$8,008,440","$330,301","$8,338,741"
Snails,137,"Abalone, Black (Haliotis cracherodii) - Wherever found E",,$0,"$997,866","$997,866",$0,"$997,866"
"",,"Abalone, White (Haliotis sorenseni) - North America (West Coast from",,,,,,
"",82,"Point Conception, CA, U.S.A., to Punta Abreojos, Baja California, E",,$0,"$2,167,091","$2,167,091",$0,"$2,167,091"
"",,Mexico),,,,,,
"",859,"Ambersnail, Kanab (Oxyloma haydeni kanabensis) - Wherever found E",,"$11,500",$500,"$12,000","$10,004","$22,004"
"",1328,"Campeloma, slender (Campeloma decampi) - Wherever found E",,"$5,000",$0,"$5,000",$0,"$5,000"
"",1354,"Cavesnail, Tumbling Creek (Antrobia culveri) - Wherever found E",,"$3,500",$0,"$3,500",$0,"$3,500"
"",974,"Elimia, lacy (snail) (Elimia crenatella) - Wherever found T",,"$15,000",$0,"$15,000",$0,"$15,000"
"",1325,"Hornsnail, rough (Pleurocera foremani) - Wherever found E",,"$4,000","$1,196","$5,196",$0,"$5,196"
"",541,"Limpet, Banbury Springs (Lanx sp.) - Wherever found E",,"$70,839","$5,550","$76,389",$0,"$76,389"
"",,"Lioplax, cylindrical (snail) (Lioplax cyclostomaformis) - Wherever",,,,,,
"",1365,E,,"$2,500",$100,"$2,600",$0,"$2,600"
"",,found,,,,,,
"",1367,"Marstonia, royal (snail) (Pyrgulopsis ogmorhaphe) - Wherever found E",,"$2,500",$0,"$2,500",$0,"$2,500"
"",989,[no common name] Snail (Eua zebrina) - Wherever found E,,"$6,424","$8,000","$14,424",$0,"$14,424"
"",1290,[no common name] Snail (Ostodes strigatus) - Wherever found E,,"$6,424",$0,"$6,424",$0,"$6,424"
"",,"Riversnail, Anthony's (Athearnia anthonyi) - Wherever found; Except",,,,,,
"",1043,E,,"$12,000",$400,"$12,400",$0,"$12,400"
"",,where listed as Experimental Populations,,,,,,
"",,"Riversnail, Anthony's (Athearnia anthonyi) - U.S.A. (TN - specified",,,,,,
"",1386,EXPN,,$0,"$1,866","$1,866",$0,"$1,866"
"",,portions of the French Broad and Holston Rivers; see 17.85(b)(1)),,,,,,
"",1324,"Rocksnail, interrupted (=Georgia) (Leptoxis foremani) - Wherever found E",,"$5,000",$199,"$5,199",$0,"$5,199"
"",1398,"Rocksnail, painted (Leptoxis taeniata) - Wherever found T",,"$1,000",$399,"$1,399",$0,"$1,399"
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,,Species Total
"",1272,"Rocksnail, plicate (Leptoxis plicata) - Wherever found",E,"$7,000",$120,,"$7,120",$0,,"$7,120"
"",707,"Rocksnail, round (Leptoxis ampla) - Wherever found",T,"$32,000",$0,,"$32,000","$8,500",,"$40,500"
"",1396,"Snail, armored (Pyrgulopsis (=Marstonia) pachyta) - Wherever found",E,"$1,500",$0,,"$1,500",$0,,"$1,500"
"",331,"Snail, Bliss Rapids (Taylorconcha serpenticola) - Wherever found",T,"$195,046","$10,680",,"$205,726",$0,,"$205,726"
"",,"Snail, Chittenango ovate amber (Succinea chittenangoensis) - Wherever",,,,,,,,
"",674,,T,"$45,000",$0,,"$45,000","$2,000",,"$47,000"
"",,found,,,,,,,,
"",,"Snail, flat-spired three-toothed (Triodopsis platysayoides) - Wherever",,,,,,,,
"",1366,,T,$228,$0,,$228,"$2,275",,"$2,503"
"",,found,,,,,,,,
"",578,"Snail, fragile tree (Samoana fragilis) - Wherever found",E,"$64,886",$0,,"$64,886",$0,,"$64,886"
"",248,"Snail, Guam tree (Partula radiolata) - Wherever found",E,"$79,482","$355,793",,"$435,275",$0,,"$435,275"
"",459,"Snail, Humped tree (Partula gibba) - Wherever found",E,"$76,040","$53,315",,"$129,355",$0,,"$129,355"
"",696,"Snail, Iowa Pleistocene (Discus macclintocki) - Wherever found",E,"$25,000","$17,200",,"$42,200",$0,,"$42,200"
"",755,"Snail, Lanai tree (Partulina semicarinata) - Wherever found",E,"$33,016",$0,,"$33,016",$0,,"$33,016"
"",813,"Snail, Lanai tree (Partulina variabilis) - Wherever found",E,"$25,918",$0,,"$25,918",$0,,"$25,918"
"",1275,"Snail, Langford's tree (Partula langfordi) - Wherever found",E,"$7,038",$0,,"$7,038",$0,,"$7,038"
"",,"Snail, Morro shoulderband (=Banded dune) (Helminthoglypta",,,,,,,,
"",425,,E,"$138,926",$500,,"$139,426",$0,,"$139,426"
"",,walkeriana) - Wherever found,,,,,,,,
"",927,"Snail, Newcomb's (Erinna newcombi) - Wherever found",T,"$17,834",$0,,"$17,834",$0,,"$17,834"
"",860,"Snail, noonday (Mesodon clarki nantahala) - Wherever found",T,"$22,000",$0,,"$22,000",$0,,"$22,000"
"",1362,"Snail, painted snake coiled forest (Anguispira picta) - Wherever found",T,"$2,000",$800,,"$2,800",$0,,"$2,800"
"",1232,"Snail, Pecos assiminea (Assiminea pecos) - Wherever found",E,"$5,500","$2,500",,"$8,000",$0,,"$8,000"
"",264,"Snail, Snake River physa (Physa natricina) - Wherever found",E,"$195,046","$177,602",,"$372,648",$0,,"$372,648"
"",134,"Snails, Oahu tree (Achatinella spp.) - Wherever found",E,"$673,040","$370,769",,"$1,043,809",$0,,"$1,043,809"
"",,"Snail, Stock Island tree (Orthalicus reses (not incl. nesodryas)) -",,,,,,,,
"",925,,T,"$16,500","$1,341",,"$17,841",$0,,"$17,841"
"",,Wherever found,,,,,,,,
"",1360,"Snail, tulotoma (Tulotoma magnifica) - Wherever found",T,"$1,500","$1,399",,"$2,899",$0,,"$2,899"
"",,"Snail, Virginia fringed mountain (Polygyriscus virginianus) - Wherever",,,,,,,,
"",1389,,E,"$1,800",$0,,"$1,800",$0,,"$1,800"
"",,found,,,,,,,,
"",1327,"Springsnail, Alamosa (Tryonia alamosae) - Wherever found",E,"$5,000",$100,,"$5,100",$0,,"$5,100"
"",497,"Springsnail, Bruneau Hot (Pyrgulopsis bruneauensis) - Wherever found",E,"$90,732","$9,050",,"$99,782",$0,,"$99,782"
"",1327,"Springsnail, Chupadera (Pyrgulopsis chupaderae) - Wherever found",E,"$5,000",$100,,"$5,100",$0,,"$5,100"
"",1232,"Springsnail, Koster's (Juturnia kosteri) - Wherever found",E,"$5,500","$2,500",,"$8,000",$0,,"$8,000"
"",1194,"Springsnail, Phantom (Pyrgulopsis texana) - Wherever found",E,"$9,000",$0,,"$9,000",$0,,"$9,000"
"",1232,"Springsnail, Roswell (Pyrgulopsis roswellensis) - Wherever found",E,"$5,500","$2,500",,"$8,000",$0,,"$8,000"
"",1382,"Springsnail, San Bernardino (Pyrgulopsis bernardina) - Wherever found",T,"$1,000",$100,,"$1,100","$1,000",,"$2,100"
"",1390,"Springsnail, Socorro (Pyrgulopsis neomexicana) - Wherever found",E,"$1,660",$100,,"$1,760",$0,,"$1,760"
"",829,"Springsnail, Three Forks (Pyrgulopsis trivialis) - Wherever found",E,"$16,500",$100,,"$16,600","$7,513",,"$24,113"
"",746,"Tree snail, Newcomb's (Newcombia cumingi) - Wherever found",E,"$34,030",$0,,"$34,030",$0,,"$34,030"
Snails subtotal,,,,"$1,985,909","$4,189,736",,"$6,175,645","$31,292",,"$6,206,937"
"",,"Beetle, American burying (Nicrophorus americanus) - Wherever found,",,,,,,,,
Insects,145,,E,"$591,647","$336,730",,"$928,377","$39,306",,"$967,683"
"",,except where listed as an experimental population,,,,,,,,
"",,"Beetle, American burying (Nicrophorus americanus) - Ex Pop, SW",,,,,,,,
"",934,,EXPN,"$17,500",$0,,"$17,500",$0,,"$17,500"
"",,Missouri,,,,,,,,
"",274,"Beetle, Casey's June (Dinacoma caseyi) - Wherever found",E,"$342,870","$2,684",,"$345,554",$0,,"$345,554"
"",1218,"Beetle, Coffin Cave mold (Batrisodes texanus) - Wherever found",E,"$5,500","$2,750",,"$8,250",$0,,"$8,250"
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,,Federal Total,States Total,,Species Total
"",,"Beetle, Comal Springs dryopid (Stygoparnus comalensis) - Wherever",,,,,,,,
"",1130,E,,"$10,000",$200,,"$10,200",$0,,"$10,200"
"",,found,,,,,,,,
"",817,"Beetle, Comal Springs riffle (Heterelmis comalensis) - Wherever found E",,"$25,000",$400,,"$25,400",$0,,"$25,400"
"",972,"Beetle, delta green ground (Elaphrus viridis) - Wherever found T",,"$14,344",$800,,"$15,144",$0,,"$15,144"
"",1367,"Beetle, Helotes mold (Batrisodes venyivi) - Wherever found E",,"$2,500",$0,,"$2,500",$0,,"$2,500"
"",,"Beetle, Hungerford's crawling water (Brychius hungerfordi) - Wherever",,,,,,,,
"",1141,E,,"$9,000","$1,000",,"$10,000",$0,,"$10,000"
"",,found,,,,,,,,
"",,"Beetle, Kretschmarr Cave mold (Texamaurops reddelli) - Wherever",,,,,,,,
"",1364,E,,"$2,500",$200,,"$2,700",$0,,"$2,700"
"",,found,,,,,,,,
"",538,"Beetle, Mount Hermon June (Polyphylla barbata) - Wherever found E",,"$65,426","$11,200",,"$76,626",$0,,"$76,626"
"",643,"Beetle, [no common name] (Rhadine exilis) - Wherever found E",,"$1,500","$50,000",,"$51,500",$0,,"$51,500"
"",906,"Beetle, [no common name] (Rhadine infernalis) - Wherever found E",,"$9,000","$10,000",,"$19,000",$0,,"$19,000"
"",1391,"Beetle, Tooth Cave ground (Rhadine persephone) - Wherever found E",,"$1,500",$200,,"$1,700",$0,,"$1,700"
"",,"Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)",,,,,,,,
"",174,T,,"$446,341","$324,747",,"$771,088",$0,,"$771,088"
"",,- Wherever found,,,,,,,,
"",252,"Bumble bee, Rusty patched (Bombus affinis) - Wherever found E",,"$372,574","$42,311",,"$414,885","$1,300",,"$416,185"
"",684,"Butterfly, Bartram's hairstreak (Strymon acis bartrami) - Wherever found E",,"$44,000",$900,,"$44,900",$0,,"$44,900"
"",,"Butterfly, bay checkerspot (Euphydryas editha bayensis) - Wherever",,,,,,,,
"",692,T,,"$38,500","$4,000",,"$42,500",$0,,"$42,500"
"",,found,,,,,,,,
"",,"Butterfly, Behren's silverspot (Speyeria zerene behrensii) - Wherever",,,,,,,,
"",689,E,,"$37,180","$6,000",,"$43,180",$0,,"$43,180"
"",,found,,,,,,,,
"",,"Butterfly, callippe silverspot (Speyeria callippe callippe) - Wherever",,,,,,,,
"",500,E,,"$58,520","$36,200",,"$94,720",$0,,"$94,720"
"",,found,,,,,,,,
"",,"Butterfly, El Segundo blue (Euphilotes battoides allyni) - Wherever",,,,,,,,
"",288,E,,"$40,040","$253,000",,"$293,040",$0,,"$293,040"
