Group,Status,Scientific Name,Inverted Common Name,FWS 2017,Other Fed 2017,States 2017,Total 2017,Area
Flowering Plants,E,erysimum capitatum var. angustatum ,"wallflower, contra costa ",132460,200,0,132660, wherever found
Flowering Plants,E,erysimum menziesii ,"wallflower, menzies' ",6310,36200,0,42510, wherever found
Flowering Plants,E,"nogal, west indian ",walnut ,2500,0,0,2500,
Flowering Plants,E,warea amplexifolia ,"warea, wide-leaf ",12000,200,50500,62700, wherever found
Flowering Plants,E,rorippa gambellii ,"watercress, gambel's ",21955,82336,0,104291, wherever found
Flowering Plants,T,sagittaria secundifolia ,"water-plantain, kral's ",400,0,500,900, wherever found
Flowering Plants,E,lilaeopsis schaffneriana var. recurva ,"water-umbel, huachuca ",11500,62100,2500,76100, wherever found
Flowering Plants,E,justicia cooleyi ,"water-willow, cooley's ",0,0,2000,2000, wherever found
Flowering Plants,T,paronychia chartacea ,"whitlow-wort, papery ",0,0,2000,2000, wherever found
Flowering Plants,E,eriogonum pelinophilum ,"wild buckwheat, clay-loving ",0,28006,6808,34814, wherever found
Flowering Plants,E,euphorbia herbstii ,`akoko ,10463,128415,0,138878, wherever found
Flowering Plants,E,chromolaena frustrata ,"thoroughwort, cape sable ",400,100,2000,2500, wherever found
Flowering Plants,E,euphorbia kuwaleana ,`akoko ,6208,10817,0,17025, wherever found
Flowering Plants,E,euphorbia remyi var. remyi ,`akoko ,12490,0,0,12490, wherever found
Flowering Plants,E,plagiobothrys strictus ,"allocarya, calistoga ",10120,0,0,10120, wherever found
Flowering Plants,E,alopecurus aequalis var. sonomensis ,"alopecurus, sonoma ",4400,1000,0,5400, wherever found
Flowering Plants,T,amaranthus pumilus ,"amaranth, seabeach ",133237,125904,0,259141, wherever found
Flowering Plants,E,ambrosia pumila ,"ambrosia, san diego ",24792,771,0,25563, wherever found
Flowering Plants,E,ambrosia cheiranthifolia ,"ambrosia, south texas ",35000,400,0,35400, wherever found
Flowering Plants,T,chlorogalum purpureum ,"amole, purple ",17520,87693,0,105213, wherever found
Flowering Plants,T,amphianthus pusillus ,"amphianthus, little ",5500,500,2000,8000, wherever found
Flowering Plants,E,lepidium arbuscula ,`anaunau ,6208,13895,0,20103, wherever found
Flowering Plants,E,sicyos albus ,`anunu ,9231,0,0,9231, wherever found
Flowering Plants,E,sicyos macrophyllus ,`anunu ,6140,32000,0,38140, wherever found
Flowering Plants,E,psychotria malaspinae ,aplokating-palaoan ,22987,0,0,22987, wherever found
Flowering Plants,E,sagittaria fasciculata ,"arrowhead, bunched ",21500,6439,0,27939, wherever found
Flowering Plants,T,boltonia decurrens ,"aster, decurrent false ",8000,75100,0,83100, wherever found
Flowering Plants,E,chrysopsis floridana ,"aster, florida golden ",27000,200,3500,30700, wherever found
Flowering Plants,E,pityopsis ruthii ,"aster, ruth's golden ",3500,5802,0,9302, wherever found
Flowering Plants,E,isodendrion hosakae ,aupaka ,9109,32000,0,41109, wherever found
Flowering Plants,E,isodendrion laurifolium ,aupaka ,10552,0,0,10552, wherever found
Flowering Plants,T,isodendrion longifolium ,aupaka ,10552,0,0,10552, wherever found
Flowering Plants,E,geum radiatum ,"avens, spreading ",5000,4450,0,9450, wherever found
Flowering Plants,E,canavalia molokaiensis ,`awikiwiki ,6928,5000,0,11928, wherever found
Flowering Plants,E,canavalia napaliensis ,`awikiwiki ,7288,0,0,7288, wherever found
Flowering Plants,E,melicope zahlbruckneri ,alani ,10728,2000,0,12728, wherever found
Flowering Plants,E,melicope saint,alani ,6208,13895,0,20103,johnii) 
Flowering Plants,E,melicope reflexa ,alani ,6067,0,0,6067, wherever found
Flowering Plants,E,melicope quadrangularis ,alani ,11372,0,0,11372, wherever found
Flowering Plants,E,euphorbia rockii ,`akoko ,10093,0,0,10093, wherever found
Flowering Plants,E,euphorbia halemanui ,akoko ,7288,0,0,7288, wherever found
Flowering Plants,E,euphorbia skottsbergii var. skottsbergii ,"`akoko, ewa plains ",394960,4434,0,399394, wherever found
Flowering Plants,E,cyanea tritomantha ,`aku ,16711,2500,0,19211, wherever found
Flowering Plants,E,cyanea platyphylla ,`aku`aku ,9941,0,0,9941, wherever found
Flowering Plants,E,peperomia subpetiolata ,`ala `ala wai nui ,8376,0,0,8376, wherever found
Flowering Plants,E,melicope adscendens ,alani ,20157,2000,0,22157, wherever found
Flowering Plants,E,melicope balloui ,alani ,8478,0,0,8478, wherever found
Flowering Plants,E,melicope christophersenii ,alani ,5914,13895,0,19809, wherever found
Flowering Plants,E,melicope degeneri ,alani ,13451,0,0,13451, wherever found
Flowering Plants,E,euphorbia remyi var. kauaiensis ,`akoko ,9087,0,0,9087, wherever found
Flowering Plants,E,melicope haupuensis ,alani ,10913,0,0,10913, wherever found
Flowering Plants,E,melicope knudsenii ,alani ,17275,2000,0,19275, wherever found
Flowering Plants,E,melicope lydgatei ,alani ,56389,0,0,56389, wherever found
Flowering Plants,E,melicope makahae ,alani ,6034,0,0,6034, wherever found
Flowering Plants,E,melicope mucronulata ,alani ,10502,2000,0,12502, wherever found
Flowering Plants,E,melicope munroi ,alani ,7942,0,0,7942, wherever found
Flowering Plants,E,melicope ovalis ,alani ,6928,41400,0,48328, wherever found
Flowering Plants,E,melicope pallida ,alani ,7582,0,0,7582, wherever found
Flowering Plants,E,stenogyne kanehoana ,no common name ,8283,128415,0,136698, wherever found
Flowering Plants,E,melicope puberula ,alani ,19994,0,0,19994, wherever found
Flowering Plants,E,melicope hiiakae ,alani ,9995,0,0,9995, wherever found
Flowering Plants,E,schiedea adamantis ,"schiedea, diamond head ",9863,0,0,9863, wherever found
Insects,T,elaphrus viridis ,"beetle, delta green ground ",14344,800,0,15144, wherever found
Insects,EXPN,nicrophorus americanus ,"beetle, american burying ",17500,0,0,17500," ex pop, sw missouri"
Insects,E,trimerotropis infantilis ,"grasshopper, zayante band-winged ",1650,14400,0,16050, wherever found
Insects,E,drosophila tarphytrichia ,"fly, hawaiian picture-wing ",10726,0,0,10726, wherever found
Insects,E,drosophila substenoptera ,"fly, hawaiian picture-wing ",12247,128415,0,140662, wherever found
Insects,E,drosophila sharpi ,"fly, hawaiian picture-wing ",11740,0,0,11740, wherever found
Insects,E,drosophila ochrobasis ,"fly, hawaiian picture-wing ",10726,0,0,10726, wherever found
Insects,E,drosophila obatai ,"fly, hawaiian picture-wing ",10726,0,0,10726, wherever found
Insects,E,drosophila musaphilia ,"fly, hawaiian picture-wing ",11740,0,0,11740, wherever found
Insects,T,drosophila mulli ,"fly, hawaiian picture-wing ",4642,0,0,4642, wherever found
Insects,E,drosophila heteroneura ,"fly, hawaiian picture-wing ",13610,0,0,13610, wherever found
Insects,E,drosophila hemipeza ,"fly, hawaiian picture-wing ",15131,0,0,15131, wherever found
Insects,E,drosophila digressa ,"fly, hawaiian picture-wing ",13566,0,0,13566, wherever found
Insects,E,drosophila differens ,"fly, hawaiian picture-wing ",180211,0,0,180211, wherever found
Insects,E,drosophila aglaia ,"fly, hawaiian picture-wing ",8496,0,0,8496, wherever found
Insects,E,rhaphiomidas terminatus abdominalis ,"fly, delhi sands flower-loving ",2060500,0,0,2060500, wherever found
Insects,E,somatochlora hineana ,"dragonfly, hine's emerald ",189500,124625,0,314125, wherever found
Insects,E,ischnura luta ,"damselfly, rota blue ",14580,0,0,14580, wherever found
Insects,E,megalagrion pacificum ,"damselfly, pacific hawaiian ",42642,33600,0,76242, wherever found
Insects,E,manduca blackburni ,"moth, blackburn's sphinx ",506670,12300,0,518970, wherever found
Insects,E,nicrophorus americanus ,"beetle, american burying ",591647,336730,39306,967683," wherever found, except where listed as an experimental population"
Insects,T,euproserpinus euterpe ,"moth, kern primrose sphinx ",2090,2500,0,4590, wherever found
Insects,E,drosophila montgomeryi ,"picture-wing fly, hawaiian ",4642,128415,0,133057, wherever found
Insects,E,hylaeus hilaris ,"yellow-faced bee, hilaris ",733,0,0,733, wherever found
Insects,E,hylaeus mana ,"yellow-faced bee, hawaiian ",733,0,0,733, wherever found
Insects,E,hylaeus longiceps ,"yellow-faced bee, hawaiian ",11601,0,0,11601, wherever found
Insects,E,hylaeus kuakea ,"yellow-faced bee, hawaiian ",733,37075,0,37808, wherever found
Insects,E,hylaeus facilis ,"yellow-faced bee, easy ",9066,0,0,9066, wherever found
Insects,E,hylaeus assimulans ,"yellow-faced bee, assimulans ",9066,0,0,9066, wherever found
Insects,E,hylaeus anthracinus ,"yellow-faced bee, anthricinan ",36390,200,0,36590, wherever found
Insects,E,cicindela nevadica lincolniana ,"tiger beetle, salt creek ",69125,15575,17600,102300, wherever found
Insects,T,cicindela puritana ,"tiger beetle, puritan ",53869,9765,0,63634, wherever found
Insects,E,cicindela ohlone ,"tiger beetle, ohlone ",47515,4800,0,52315, wherever found
Insects,T,cicindela dorsalis dorsalis ,"tiger beetle, northeastern beach ",49456,10395,0,59851, wherever found
Insects,E,cicindelidia floridana ,"tiger beetle, miami ",152500,0,0,152500, wherever found
Insects,T,hesperia leonardus montana ,"skipper, pawnee montane ",0,100,0,100, wherever found
Insects,E,oarisma poweshiek ,"skipperling, poweshiek ",478547,6225,2600,487372, wherever found
Insects,E,pyrgus ruralis lagunae ,"skipper, laguna mountains ",9240,1680,0,10920, wherever found
Insects,T,hesperia dacotae ,"skipper, dakota ",149129,68975,30505,248609, wherever found
Insects,E,pseudocopaeodes eunus obscurus ,"skipper, carson wandering ",27456,27920,0,55376, wherever found
Insects,T,ambrysus amargosus ,"naucorid, ash meadows ",21324,0,0,21324, wherever found
Insects,E,megalagrion oceanicum ,"damselfly, oceanic hawaiian ",15291,0,0,15291, wherever found
Insects,E,megalagrion xanthomelas ,"damselfly, orangeblack hawaiian ",42691,37928,0,80619, wherever found
Insects,E,megalagrion leptodemas ,"damselfly, crimson hawaiian ",9510,0,0,9510, wherever found
Insects,E,speyeria callippe callippe ,"butterfly, callippe silverspot ",58520,36200,0,94720, wherever found
Insects,E,speyeria zerene behrensii ,"butterfly, behren's silverspot ",37180,6000,0,43180, wherever found
Insects,T,euphydryas editha bayensis ,"butterfly, bay checkerspot ",38500,4000,0,42500, wherever found
Insects,E,strymon acis bartrami ,"butterfly, bartram's hairstreak ",44000,900,0,44900, wherever found
Insects,E,bombus affinis ,"bumble bee, rusty patched ",372574,42311,1300,416185, wherever found
Insects,T,desmocerus californicus dimorphus ,"beetle, valley elderberry longhorn ",446341,324747,0,771088, wherever found
Insects,E,rhadine persephone ,"beetle, tooth cave ground ",1500,200,0,1700, wherever found
Insects,E,rhadine infernalis ,"beetle, [no common name] ",9000,10000,0,19000, wherever found
Insects,E,rhadine exilis ,"beetle, [no common name] ",1500,50000,0,51500, wherever found
Insects,E,polyphylla barbata ,"beetle, mount hermon june ",65426,11200,0,76626, wherever found
Insects,E,texamaurops reddelli ,"beetle, kretschmarr cave mold ",2500,200,0,2700, wherever found
Insects,E,brychius hungerfordi ,"beetle, hungerford's crawling water ",9000,1000,0,10000, wherever found
Insects,E,batrisodes venyivi ,"beetle, helotes mold ",2500,0,0,2500, wherever found
Insects,E,heterelmis comalensis ,"beetle, comal springs riffle ",25000,400,0,25400, wherever found
Insects,E,stygoparnus comalensis ,"beetle, comal springs dryopid ",10000,200,0,10200, wherever found
Insects,E,batrisodes texanus ,"beetle, coffin cave mold ",5500,2750,0,8250, wherever found
Insects,E,dinacoma caseyi ,"beetle, casey's june ",342870,2684,0,345554, wherever found
Insects,E,megalagrion nesiotes ,"damselfly, flying earwig hawaiian ",34067,0,0,34067, wherever found
Insects,E,icaricia icarioides fenderi ,"butterfly, fender's blue ",695510,286196,0,981706, wherever found
Insects,E,euphilotes battoides allyni ,"butterfly, el segundo blue ",40040,253000,0,293040, wherever found
Insects,E,lycaeides melissa samuelis ,"butterfly, karner blue ",634950,121004,83700,839654, wherever found
Insects,E,megalagrion nigrohamatum nigrolineatum ,"damselfly, blackline hawaiian ",16812,0,0,16812, wherever found
Insects,E,whulge ,"checkerspot, taylor's ",909538,546666,22000,1478204,
Insects,E,boloria acrocnema ,"butterfly, uncompahgre fritillary ",22013,20379,0,42392, wherever found
Insects,E,euphilotes enoptes smithi ,"butterfly, smith's blue ",76000,6400,0,82400, wherever found
Insects,E,callophrys mossii bayensis ,"butterfly, san bruno elfin ",20680,4500,0,25180, wherever found
Insects,E,neonympha mitchellii francisci ,"butterfly, saint francis' satyr ",5000,244481,0,249481, wherever found
Insects,E,anaea troglodyta floridalis ,"butterfly, florida leafwing ",31000,900,0,31900, wherever found
Insects,T,glaucopsyche lygdamus palosverdesensis ,"butterfly, palos verdes blue ",1546,213136,0,214682, wherever found
Insects,T,speyeria zerene hippolyta ,"butterfly, oregon silverspot ",408613,38382,0,446995, wherever found
Insects,E,euphydryas editha quino ,"butterfly, quino checkerspot ",145643,645628,0,791271,
Insects,E,icaricia ,"butterfly, mount charleston blue ",71167,0,0,71167,
Insects,E,neonympha mitchellii mitchellii ,"butterfly, mitchell's satyr ",82500,8805,800,92105, wherever found
Insects,E,icaricia icarioides missionensis ,"butterfly, mission blue ",34320,30000,0,64320, wherever found
Insects,E,cyclargus ,"butterfly, miami blue ",25500,1200,0,26700,
Insects,E,vagrans egistina ,"butterfly, mariana wandering ",19545,2905,0,22450, wherever found
Insects,E,hypolimnas octocula marianensis ,"butterfly, mariana eight-spot ",96868,79840,0,176708, wherever found
Insects,E,lycaeides argyrognomon lotis ,"butterfly, lotis blue ",2310,0,0,2310, wherever found
Insects,E,apodemia mormo langei ,"butterfly, lange's metalmark ",176018,0,0,176018, wherever found
Insects,E,speyeria zerene myrtleae ,"butterfly, myrtle's silverspot ",11770,0,0,11770, wherever found
Insects,E,heraclides aristodemus ponceanus ,"butterfly, schaus swallowtail ",18500,11418,0,29918, wherever found
Lichens,E,cladonia perforata ,"cladonia, florida perforate ",2000,81800,1900,85700, wherever found
Lichens,E,gymnoderma lineare ,"lichen, rock gnome ",12200,1100,0,13300, wherever found
Mammals,E,addax nasomaculatus ,addax ,0,200,0,200, wherever found
Mammals,E,balaenoptera physalus ,"whale, finback ",0,2541447,0,2541447, wherever found
Mammals,E,"cougar, eastern ",puma ,10391,6361,900,17652,
Mammals,EXPN,antilocapra americana sonoriensis ,"pronghorn, sonoran ",306500,110000,816763,1233263, u.s.a. 
Mammals,E,antilocapra americana sonoriensis ,"pronghorn, sonoran ",0,232500,0,232500," wherever found, except where listed as an experimental population"
Mammals,E,antilocapra americana peninsularis ,"pronghorn, peninsular ",0,3000,0,3000, mexico 
Mammals,T,cynomys parvidens ,"prairie dog, utah ",876000,1630948,70000,2576948, wherever found
Mammals,T,thomomys mazama yelmensis ,"pocket gopher, yelm ",576531,0,20000,596531, wherever found
Mammals,T,thomomys mazama tumuli ,"pocket gopher, tenino ",236431,0,5000,241432, wherever found
Mammals,T,thomomys mazama glacialis ,"pocket gopher, roy prairie ",169531,266666,5000,441198, wherever found
Mammals,T,thomomys mazama pugetensis ,"pocket gopher, olympia ",272401,83000,5000,360402, wherever found
Mammals,E,puma ,"panther, florida ",1058500,1138685,804101,3001287,
Mammals,E,manis temminckii ,"pangolin, temnick''s ground ",199797,0,0,199798, wherever found
Mammals,E,ailuropoda melanoleuca ,"panda, giant ",0,478300,0,478301, wherever found
Mammals,T,enhydra lutris nereis ,"otter, southern sea ",23636,847359,0,870996, wherever found
Mammals,T,enhydra lutris kenyoni ,"otter, northern sea ",1062000,124982,0,1186983, southwest alaska dps
Mammals,SAT,mountain lion ,puma ,0,3000,0,3000,
Mammals,E,pteronura brasiliensis ,"otter, giant ",24745,0,0,24746, south america
Mammals,E,pongo pygmaeus ,orangutan ,275335,200,0,275536, wherever found
Mammals,E,leopardus ,ocelot ,788200,43800,8609,840610,
Mammals,E,peromyscus polionotus peninsularis ,"mouse, st. andrew beach ",13000,84343,3344,100688, wherever found
Mammals,T,peromyscus polionotus niveiventris ,"mouse, southeastern beach ",99500,48600,1115,149216, wherever found
Mammals,E,reithrodontomys raviventris ,"mouse, salt marsh harvest ",688161,284900,0,973062, wherever found
Mammals,T,zapus hudsonius preblei ,"mouse, preble's meadow jumping ",51658,392011,31263,474933, wherever found
Mammals,E,peromyscus polionotus trissyllepsis ,"mouse, perdido key beach ",5000,39420,7802,52223, wherever found
Mammals,E,perognathus longimembris pacificus ,"mouse, pacific pocket ",70840,391424,0,462265, wherever found
Mammals,E,zapus hudsonius luteus ,"mouse, new mexico meadow jumping ",90813,200510,41372,332696, wherever found
Mammals,E,peromyscus gossypinus allapaticola ,"mouse, key largo cotton ",15000,1829,0,16830, wherever found
Mammals,E,peromyscus polionotus allophrys ,"mouse, choctawhatchee beach ",15500,81474,8916,105891, wherever found
Mammals,E,peromyscus polionotus phasma ,"mouse, anastasia island beach ",93500,700,1115,95316, wherever found
Mammals,E,peromyscus polionotus ammobates ,"mouse, alabama beach ",120500,13907,0,134408, wherever found
Mammals,E,aplodontia rufa nigra ,"mountain beaver, point arena ",56100,5000,0,61101, wherever found
Mammals,E,oryx dammah ,"oryx, scimitar-horned ",0,189750,0,189751, wherever found
Mammals,E,brachylagus idahoensis ,"rabbit, columbia basin pygmy ",261912,6200,100689,368801, columbia basin dps
Mammals,E,sylvilagus palustris hefneri ,"rabbit, lower keys marsh ",22500,147405,0,169905, wherever found
Mammals,E,sylvilagus bachmani riparius ,"rabbit, riparian brush ",50410,2688,0,53098, wherever found
Mammals,E,balaena mysticetus ,"whale, bowhead ",0,901111,401045,1302156, wherever found
Mammals,E,balaenoptera musculus ,"whale, blue ",800,2780024,0,2780824, wherever found
Mammals,E,delphinapterus leucas ,"whale, beluga ",0,3568804,34548,3603352, cook inlet dps
Mammals,E,microtus mexicanus hualpaiensis ,"vole, hualapai mexican ",3000,100,1000,4100, wherever found
Mammals,E,microtus pennsylvanicus dukecampbelli ,"vole, florida salt marsh ",10500,0,0,10500, wherever found
Mammals,E,microtus californicus scirpensis ,"vole, amargosa ",331117,180000,0,511117, wherever found
Mammals,E,panthera tigris ,tiger ,1717273,295500,0,2012773, wherever found
Mammals,E,brazilian ,"tapir, south american ",0,200,0,200,
Mammals,E,tapirus bairdii ,"tapir, central american ",133574,200,0,133774, wherever found
Mammals,E,leontopithecus spp. ,"tamarin, golden-rumped ",0,39900,0,39900, wherever found
Mammals,E,saguinus oedipus ,"tamarin, cotton-top ",0,500,0,500, wherever found
Mammals,T,urocitellus brunneus ,"squirrel, northern idaho ground ",303528,30692,54449,388669, wherever found
Mammals,E,tamiasciurus hudsonicus grahamensis ,"squirrel, mount graham red ",14000,100,28246,42346, wherever found
Mammals,E,glaucomys sabrinus coloratus ,"squirrel, carolina northern flying ",30500,16104,0,46604, wherever found
Mammals,E,symphalangus syndactylus ,siamang ,0,300,0,300, wherever found
Mammals,E,sorex ornatus relictus ,"shrew, buena vista lake ornate ",69300,23516,0,92816, wherever found
Mammals,E,ovis canadensis sierrae ,"sheep, sierra nevada bighorn ",142340,197128,0,339468, sierra nevada
Mammals,E,diceros bicornis ,"rhinoceros, black ",1143586,300,0,1143886, africa
Mammals,E,rhinoceros unicornis ,"rhinoceros, great indian ",127581,0,0,127581," nepal, india"
Mammals,E,rhinoceros sondaicus ,"rhinoceros, javan ",170916,0,0,170916," sikkim, thailand, malaysia, indonesia, indochina, burma, bangladesh"
Mammals,SAT,ceratotherium simum ssp. simum ,"rhinoceros, southern white ",405775,300,0,406075, wherever found
Mammals,E,dicerorhinus sumatrensis ,"rhinoceros, sumatran ",410106,0,0,410106, wherever found
Mammals,E,oryzomys palustris natator ,rice rat ,15000,11420,0,26420, lower fl keys
Mammals,E,cercopithecus erythrotis ,"monkey, red-eared nose-spotted ",12500,0,0,12501, wherever found
Mammals,T,erignathus barbatus nauticus ,"seal, bearded ",0,22186,0,22186, okhotsk dps
Mammals,E,monachus schauinslandi ,"seal, hawaiian monk ",81770,4101134,0,4182904, wherever found
Mammals,E,eumetopias jubatus ,"sea lion, steller ",31400,2400258,1139184,3570842, western dps
Mammals,T,phoca ,"seal, ringed ",0,300,0,300,
Mammals,T,phoca ,"seal, ringed ",0,60,234029,234089,
Mammals,T,phoca largha ,"seal, spotted ",0,1000,0,1000, southern dps
Mammals,E,ovis canadensis nelsoni ,"sheep, peninsular bighorn ",110220,10500,0,120720, peninsular ca pop.
Mammals,T,arctocephalus townsendi ,"seal, guadalupe fur ",0,191706,0,191706, wherever found
Mammals,E,procolobus ,"monkey, preuss' red colobus ",12500,0,0,12501,
Mammals,E,cercopithecus diana ,"monkey, diana ",0,200,0,201, wherever found
Mammals,E,colobus satanas ,"monkey, black colobus ",12500,0,0,12501, wherever found
Mammals,E,dugong dugon ,dugong ,0,100,0,100, wherever found
Mammals,E,mandrillus ,drill ,12500,0,0,12500,
Mammals,E,lycaon pictus ,"dog, african wild ",0,8000,0,8000, wherever found
Mammals,E,moschus spp. ,"deer, musk ",4500,0,0,4500,
Mammals,E,odocoileus virginianus clavium ,"deer, key ",666000,1007635,0,1673635, wherever found
Mammals,E,cervus eldi ,"deer, eld's brow-antlered ",98200,59200,0,157400, wherever found
Mammals,E,odocoileus virginianus leucurus ,"deer, columbian white-tailed ",334036,6700,5000,345736, columbia river dps
Mammals,E,pan paniscus ,"chimpanzee, pygmy ",166409,0,0,166409, wherever found
Mammals,E,pan troglodytes ,chimpanzee ,1285751,0,0,1285751, wherever found
Mammals,E,acinonyx jubatus ,cheetah ,0,186050,0,186050, wherever found
Mammals,E,leopardus ,"cat, tiger ",0,200,0,200,
Mammals,E,prionailurus ,"cat, leopard ",1400,200,0,1600,
Mammals,E,rangifer tarandus caribou ,"caribou, woodland ",592969,2400,20901,616270, selkirk mountain population
Mammals,T,bison bison athabascae ,"bison, wood ",8500,200,232863,241563, wherever found
Mammals,T,ursus maritimus ,"bear, polar ",1577500,2349146,73270,3999916, wherever found
Mammals,EXPN,ursus arctos horribilis ,"bear, grizzly ",0,10000,0,10000, bitterroot grizzly bear nonessential experimental population area
Mammals,T,ursus arctos horribilis ,"bear, grizzly ",3658509,2627323,629465,6915297," u.s.a., conterminous "
Mammals,E,babyrousa babyrussa ,babirusa ,0,300,0,300, wherever found
Mammals,E,eumops floridanus ,"bat, florida bonneted ",369500,399334,33965,802799, wherever found
Mammals,E,myotis grisescens ,"bat, gray ",300780,646723,127190,1074693, wherever found
Mammals,E,lasiurus cinereus semotus ,"bat, hawaiian hoary ",1199808,863036,0,2062844, wherever found
Mammals,E,myotis sodalis ,"bat, indiana ",2038556,3489421,254874,5782851, wherever found
Mammals,E,leptonycteris curasoae yerbabuenae ,"bat, lesser long-nosed ",40500,152674,19855,213029, wherever found
Mammals,T,loxodonta africana ,"elephant, african ",4674200,0,0,4674201, wherever found
Mammals,E,pteropus tokudae ,"bat, little mariana fruit ",2104,0,0,2104, wherever found
Mammals,E,leptonycteris nivalis ,"bat, mexican long-nosed ",7500,41843,41155,90498, wherever found
Mammals,T,myotis septentrionalis ,"bat, northern long-eared ",1641693,5028226,295751,6965670, wherever found
Mammals,E,corynorhinus ,"bat, ozark big-eared ",98500,24883,3780,127163,
Mammals,E,emballonura semicaudata rotensis ,"bat, pacific sheath-tailed ",9573,0,0,9573, wherever found
Mammals,E,corynorhinus ,"bat, virginia big-eared ",66111,194512,1500,262123,
Mammals,E,ursus arctos pruinosus ,"bear, brown ",0,4800,0,4800, wherever found
Mammals,T,mariana flying fox ,"bat, mariana fruit ",95171,143282,0,238453,
Mammals,E,pseudorca crassidens ,"whale, false killer ",0,793495,0,793495, main hawaiian islands insular dps
Mammals,E,elephas maximus ,"elephant, asian ",1517593,592300,0,2109894, wherever found
Mammals,EXPN,mustela nigripes ,"ferret, black-footed ",10500,179178,526370,716049, u.s.a. 
Mammals,E,cercocebus torquatus ,"mangabey, white-collared ",12500,0,0,12501, wherever found
Mammals,E,mandrillus ,mandrill ,12500,500,0,13001,
Mammals,E,trichechus manatus ,"manatee, west indian ",2555100,2557439,5032819,10145359, wherever found
Mammals,T,trichechus senegalensis ,"manatee, west african ",0,9000,0,9001, wherever found
Mammals,T,lynx canadensis ,"lynx, canada ",1899398,625500,247135,2772034, wherever found in contiguous u.s.
Mammals,E,panthera leo ssp. leo ,lion ,457071,200,0,457272, wherever found
Mammals,E,uncia ,"leopard, snow ",99200,300,0,99501,
Mammals,E,neofelis nebulosa ,"leopard, clouded ",0,69800,0,69801, wherever found
Mammals,T,panthera pardus ,leopard ,152177,0,0,152178, gabon to kenya and southward
Mammals,E,panthera pardus ,leopard ,8000,0,0,8001, except where threatened
Mammals,E,lemuridae ,lemurs ,0,1100,0,1101,
Mammals,T,kobus leche ,"lechwe, red ",0,200,0,201, wherever found
Mammals,E,trachypithecus ,"langur, francois' ",0,200,0,201,
Mammals,T,phascolarctos cinereus ,koala ,0,200,0,201, australia
Mammals,E,dipodomys nitratoides nitratoides ,"kangaroo rat, tipton ",97900,29396,0,127297, wherever found
Mammals,E,dipodomys stephensi ,"kangaroo rat, stephens' ",54340,363274,0,417615,
Mammals,E,dipodomys merriami parvus ,"kangaroo rat, san bernardino merriam's ",386870,134602,0,521473, wherever found
Mammals,E,vulpes macrotis mutica ,"fox, san joaquin kit ",793705,444463,0,1238169, wherever found
Mammals,T,urocyon littoralis catalinae ,"fox, santa catalina island ",3190,29680,0,32871, wherever found
Mammals,E,gazella dama ,"gazelle, dama ",0,79450,0,79451, wherever found
Mammals,E,gazella leptoceros ,"gazelle, slender-horned ",0,300,0,301, wherever found
Mammals,E,hylobates spp. ,gibbons ,621049,700,0,621750,
Mammals,E,gorilla gorilla ,gorilla ,1123231,300,0,1123532, wherever found
Mammals,E,mustela nigripes ,"ferret, black-footed ",2300641,763262,188125,3252029," wherever found, except where listed as an experimental population"
Mammals,E,equus przewalskii ,"horse, przewalski's ",0,61950,0,61951, wherever found
Mammals,E,herpailurus ,"jaguarundi, guatemalan ",85729,0,0,85730,
Mammals,E,herpailurus ,"jaguarundi, gulf coast ",6100,6200,0,12301,
Mammals,E,herpailurus ,"jaguarundi, panamanian ",490600,0,0,490601,
Mammals,E,dipodomys nitratoides exilis ,"kangaroo rat, fresno ",25740,366002,0,391743, wherever found
Mammals,E,dipodomys ingens ,"kangaroo rat, giant ",118258,392340,0,510599, wherever found
Mammals,E,dipodomys heermanni morroensis ,"kangaroo rat, morro bay ",34632,0,0,34633, wherever found
Mammals,E,panthera onca ,jaguar ,30000,32600,11702,74303, wherever found
Mammals,E,equus hemionus ,"ass, asian wild ",0,12500,0,12500, wherever found
Mammals,E,eschrichtius robustus ,"whale, gray ",0,291166,0,291166, western north pacific dps
Mammals,T,megaptera novaeangliae ,"whale, humpback ",48663,1509421,0,1558084, mexico dps
Mammals,E,neotoma floridana smalli ,"woodrat, key largo ",23000,5339,0,28339, wherever found
Mammals,EXPN,canis rufus ,"wolf, red ",772500,3600,0,776100, u.s.a. 
Mammals,EXPN,canis lupus baileyi ,"wolf, mexican ",2525888,80200,368975,2975063, u.s.a. 
Mammals,E,canis lupus baileyi ,"wolf, mexican ",0,65700,0,65700," wherever found, except where listed as an experimental population"
Mammals,E,chrysocyon brachyurus ,"wolf, maned ",0,302000,0,302000, wherever found
Mammals,EXPN,canis lupus ,"wolf, gray ",1871,246000,0,247871," wy, expn population"
Mammals,T,canis lupus ,"wolf, gray ",20000,556700,0,576700, mn
Mammals,E,canis lupus ,"wolf, gray ",3377433,1468952,10770,4857155," u.s.a.: all of al, ar, ca, co, ct, de, fl, ga, ia, in, il, ks, ky, la, ma, md, me, mi, mo, ms, nc, nd, ne, nh, nj, nv, ny, oh, ok, pa, ri, sc, sd, tn, tx, va, vt, wi, and wv; and portions of az, nm, or, ut, and wa. mexico."
Mammals,E,physeter catodon ,"whale, sperm ",3600,1962323,0,1965923,
Mammals,E,balaenoptera borealis ,"whale, sei ",0,1752980,0,1752980, wherever found
