Group,Status,Scientific Name,Inverted Common Name,FWS 2018,Other Fed 2018,States 2018,Total 2018,Area
Crustaceans,E,syncaris pacifica ,"shrimp, california freshwater ",12012,14700,0,26712, wherever found
Crustaceans,E,lirceus usdagalun ,"isopod, lee county cave ",6500,5000,0,11500, wherever found
Crustaceans,T,branchinecta lynchi ,"fairy shrimp, vernal pool ",652792,410109,0,1062901, wherever found
Crustaceans,E,branchinecta sandiegonensis ,"fairy shrimp, san diego ",87170,325223,0,412393, wherever found
Crustaceans,E,streptocephalus woottoni ,"fairy shrimp, riverside ",23095,192500,0,215595, wherever found
Crustaceans,E,branchinecta longiantenna ,"fairy shrimp, longhorn ",29856,17959,0,47815, wherever found
Crustaceans,T,antrolana lira ,"isopod, madison cave ",62843,240,0,63083, wherever found
Ferns and Allies,E,pteris lidgatei ,no common name ,5754,0,0,5754, wherever found
Ferns and Allies,E,huperzia nutans ,wawae`iole ,6764,0,0,6764, wherever found
Ferns and Allies,E,doryopteris takeuchii ,no common name ,5417,0,0,5417, wherever found
Ferns and Allies,E,elaphoglossum serpens ,no common name ,6000,0,0,6000, wherever found
Ferns and Allies,E,huperzia stemmermanniae ,no common name ,9099,0,0,9099, wherever found
Ferns and Allies,E,microlepia strigosa var. mauiensis ,no common name ,11888,12000,0,23888, wherever found
Ferns and Allies,E,polystichum calderonense ,no common name ,5000,0,0,5000, wherever found
Ferns and Allies,E,tectaria estremerana ,no common name ,6000,0,0,6000, wherever found
Ferns and Allies,E,isoetes tegetiformans ,"quillwort, mat-forming ",0,0,3000,3000, wherever found
Ferns and Allies,E,thelypteris verecunda ,no common name ,6000,0,0,6000, wherever found
Ferns and Allies,E,thelypteris yaucoensis ,no common name ,5000,0,0,5000, wherever found
Ferns and Allies,E,hypolepis hawaiiensis var. mauiensis ,olua ,5954,0,0,5954, wherever found
Ferns and Allies,E,ctenitis squamigera ,pauoa ,9276,12000,0,21276, wherever found
Ferns and Allies,E,isoetes melanospora ,"quillwort, black spored ",0,0,2000,2000, wherever found
Ferns and Allies,E,isoetes louisianensis ,"quillwort, louisiana ",28000,133116,0,161116, wherever found
Ferns and Allies,E,huperzia mannii ,wawae`iole ,7765,12000,0,19765, wherever found
Ferns and Allies,E,doryopteris angelica ,no common name ,11792,0,0,11792, wherever found
Ferns and Allies,E,thelypteris inabonensis ,no common name ,7500,0,0,7500, wherever found
Ferns and Allies,E,diplazium molokaiense ,no common name ,8024,0,0,8024, wherever found
Ferns and Allies,E,asplenium peruvianum var. insulare ,no common name ,10574,13973,0,24547, wherever found
Ferns and Allies,E,asplenium unisorum ,no common name ,7736,1734,0,9470, wherever found
Ferns and Allies,E,dryopteris crinalis var. podosorus ,"aumakua, palapalai ",5265,0,0,5265, wherever found
Ferns and Allies,E,asplenium dielerectum ,"diellia, asplenium-leaved ",10449,0,0,10449, wherever found
Ferns and Allies,T,thelypteris pilosa var. alabamensis ,"fern, alabama streak-sorus ",0,299,0,299, wherever found
Ferns and Allies,E,polystichum aleuticum ,"fern, aleutian shield ",18000,10000,0,28000, wherever found
Ferns and Allies,E,deparia kaalaana ,no common name ,5701,0,0,5701, wherever found
Ferns and Allies,E,cyathea dryopteroides ,"fern, elfin tree ",6500,0,0,6500, wherever found
Ferns and Allies,E,trichomanes punctatum ssp. floridanum ,"fern, florida bristle ",2000,0,1200,3200, wherever found
Ferns and Allies,E,adenophorus periens ,"fern, pendant kihi ",5244,0,0,5244, wherever found
Ferns and Allies,T,asplenium scolopendrium var. americanum ,"fern, american hart's-tongue ",43100,125,0,43225, wherever found
Ferns and Allies,E,marsilea villosa ,ihi`ihi ,36220,1792,0,38012, wherever found
Ferns and Allies,E,cyclosorus boydiae ,kupukupu makalii ,6375,12000,0,18375, wherever found
Ferns and Allies,E,adiantum vivesii ,no common name ,5500,0,0,5500, wherever found
Ferns and Allies,E,asplenium dielfalcatum ,no common name ,8073,0,0,8073, wherever found
Ferns and Allies,E,asplenium diellaciniatum ,no common name ,5853,0,0,5853, wherever found
Ferns and Allies,E,asplenium dielmannii ,no common name ,10778,0,0,10778, wherever found
Ferns and Allies,E,asplenium dielpallidum ,no common name ,7736,0,0,7736, wherever found
Ferns and Allies,E,dryopteris glabra var. pusilla ,hohiu ,7736,0,0,7736, wherever found
Fishes,T,hypomesus transpacificus ,"smelt, delta ",1081441,19724428,0,20805869, wherever found
Fishes,E,meda fulgida ,spikedace ,46000,625507,0,671507, wherever found
Fishes,T,lepidomeda mollispinis pratensis ,"spinedace, big spring ",3803,6300,0,10103, wherever found
Fishes,T,lepidomeda vittata ,"spinedace, little colorado ",13500,28575,0,42075, wherever found
Fishes,E,lepidomeda albivallis ,"spinedace, white river ",72416,1500,0,73916, wherever found
Fishes,E,crenichthys baileyi grandis ,"springfish, hiko white river ",24295,22886,0,47181, wherever found
Fishes,T,crenichthys nevadae ,"springfish, railroad valley ",74697,11500,0,86197, wherever found
Fishes,E,oncorhynchus ,steelhead ,0,5396190,0,5396190,
Fishes,T,oncorhynchus ,steelhead ,65024,18899463,0,18964487,
Fishes,T,oncorhynchus ,steelhead ,20903,57148406,1056000,58225309,
Fishes,T,oncorhynchus ,steelhead ,0,5835104,0,5835104,
Fishes,T,oncorhynchus ,steelhead ,182360,16154762,2704400,19041522,
Fishes,T,oncorhynchus ,steelhead ,0,3653700,0,3653700,
Fishes,T,menidia extensa ,"silverside, waccamaw ",3000,0,3400,6400, wherever found
Fishes,E,crenichthys baileyi baileyi ,"springfish, white river ",29116,15000,0,44116, wherever found
Fishes,E,notropis topeka ,"shiner, topeka ",827700,116432,10300,954432,
Fishes,T,notropis girardi ,"shiner, arkansas river ",140986,61920,0,202906, arkansas river basin 
Fishes,E,notropis oxyrhynchus ,"shiner, sharpnose ",25500,0,14165,39665, wherever found
Fishes,T,oncorhynchus ,"salmon, sockeye ",0,4669228,230300,4899528,
Fishes,E,pristis pristis ,"sawfish, largetooth ",0,700,0,700, wherever found
Fishes,E,pristis pectinata ,"sawfish, smalltooth ",0,793678,0,793678, us dps 
Fishes,E,cottus specus ,"sculpin, grotto ",27900,5000,37000,69900, wherever found
Fishes,T,cottus paulus ,"sculpin, pygmy ",3500,0,0,3500,
Fishes,RT,sphyrna lewini ,"shark, scalloped hammerhead ",0,0,19500,19500, wherever found
Fishes,E,sphyrna lewini ,"shark, scalloped hammerhead ",0,9902,0,9902, eastern pacific dps
Fishes,E,notropis buccula ,"shiner, smalleye ",25500,0,14165,39665, wherever found
Fishes,T,sphyrna lewini ,"shark, scalloped hammerhead ",0,1407,0,1407, central and southwest atlantic dps
Fishes,T,oncorhynchus ,steelhead ,139229,29601351,2741600,32482180,
Fishes,T,cyprinella formosa ,"shiner, beautiful ",11000,0,0,11000, wherever found
Fishes,T,cyprinella caerulea ,"shiner, blue ",2000,0,5000,7000, wherever found
Fishes,E,notropis cahabae ,"shiner, cahaba ",2500,805,0,3305, wherever found
Fishes,E,notropis mekistocholas ,"shiner, cape fear ",16000,3640,3800,23440, wherever found
Fishes,E,notropis albizonatus ,"shiner, palezone ",5500,0,0,5500, wherever found
Fishes,T,notropis simus pecosensis ,"shiner, pecos bluntnose ",10000,2010750,0,2020750, wherever found
Fishes,T,sphyrna lewini ,"shark, scalloped hammerhead ",0,3127,0,3127, indo
Fishes,T,oncorhynchus ,steelhead ,78700,11984400,421000,12484100,
Fishes,E,acipenser oxyrinchus oxyrinchus ,"sturgeon, atlantic ",0,500494,0,500494, carolina dps
Fishes,T,oncorhynchus ,steelhead ,0,7689200,0,7689200,
Fishes,E,catostomus discobolus yarrowi ,"sucker, zuni bluehead ",2500,33500,0,36000, wherever found
Fishes,T,elassoma alabamae ,"sunfish, spring pygmy ",500,0,0,500, wherever found
Fishes,E,incl. yaqui ,"topminnow, gila ",56000,623580,0,679580,
Fishes,E,seatrout or weakfish ,totoaba ,46200,0,0,46200,
Fishes,T,oncorhynchus apache ,"trout, apache ",21500,26000,0,47500, wherever found
Fishes,T,salvelinus confluentus ,"trout, bull ",7335866,29273292,3655500,40264658," u.s.a., conterminous, lower 48 states"
Fishes,EXPN,salvelinus confluentus ,"trout, bull ",606500,0,447600,1054100, clackamas river subbasin experimental population
Fishes,T,oncorhynchus gilae ,"trout, gila ",99000,93957,0,192957, wherever found
Fishes,T,oncorhynchus clarkii stomias ,"trout, greenback cutthroat ",441500,653238,99302,1194040, wherever found
Fishes,T,oncorhynchus clarkii henshawi ,"trout, lahontan cutthroat ",5946849,2855658,0,8802507, wherever found
Fishes,T,oncorhynchus aguabonita whitei ,"trout, little kern golden ",1210,37813,0,39023, wherever found
Fishes,T,oncorhynchus clarkii seleniris ,"trout, paiute cutthroat ",505327,12000,0,517327, wherever found
Fishes,E,gila bicolor ssp. mohavensis ,"tui chub, mohave ",726,72063,0,72789, wherever found
Fishes,E,plagopterus argentissimus ,woundfin ,65317,195300,0,260617," wherever found, except where listed as an experimental population"
Fishes,E,oncorhynchus ,"salmon, sockeye ",578722,24052804,223300,24854826,
Fishes,T,catostomus warnerensis ,"sucker, warner ",222500,156780,82000,461280, wherever found
Fishes,E,chasmistes brevirostris ,"sucker, shortnose ",615679,1900900,16000,2532579, wherever found
Fishes,T,catostomus santaanae ,"sucker, santa ana ",163606,66155,0,229761, 3 ca river basins
Fishes,E,xyrauchen texanus ,"sucker, razorback ",480118,12311856,217932,13009906, wherever found
Fishes,T,oncorhynchus ,steelhead ,66001,10679817,2549000,13294818,
Fishes,EXPN,oncorhynchus ,steelhead ,95000,4550,26200,125750,
Fishes,E,gasterosteus aculeatus williamsoni ,"stickleback, unarmored threespine ",78425,8500,0,86925, wherever found
Fishes,E,scaphirhynchus suttkusi ,"sturgeon, alabama ",12000,26022,0,38022, wherever found
Fishes,T,acipenser oxyrinchus oxyrinchus ,"sturgeon, atlantic ",0,1072614,0,1072614, gulf of maine dps
Fishes,E,acipenser oxyrinchus oxyrinchus ,"sturgeon, atlantic ",0,960133,29000,989133, new york bight dps
Fishes,E,acipenser oxyrinchus oxyrinchus ,"sturgeon, atlantic ",110000,601497,0,711497, chesapeake bay dps
Fishes,T,oncorhynchus ,steelhead ,115300,59631969,1865400,61612669,
Fishes,E,acipenser oxyrinchus oxyrinchus ,"sturgeon, atlantic ",0,501030,75000,576030, south atlantic dps
Fishes,T,acipenser oxyrinchus ,"sturgeon, gulf ",279500,4527886,20000,4827386,
Fishes,E,scaphirhynchus albus ,"sturgeon, pallid ",1416200,20679532,69900,22165632, wherever found
Fishes,E,acipenser brevirostrum ,"sturgeon, shortnose ",7500,1373084,137500,1518084, wherever found
Fishes,SAT,scaphirhynchus platorynchus ,"sturgeon, shovelnose ",529,31635,23700,55864, wherever found
Fishes,E,acipenser transmontanus ,"sturgeon, white ",278112,12369651,341730,12989493, u.s.a. 
Fishes,E,chasmistes liorus ,"sucker, june ",14000,50000,0,64000, wherever found
Fishes,E,deltistes luxatus ,"sucker, lost river ",620776,1788900,16000,2425676, wherever found
Fishes,T,acipenser medirostris ,"sturgeon, green ",2100,10831222,29600,10862922, southern dps
Fishes,T,oncorhynchus ,"salmon, coho ",181628,14454702,3268600,17904930,
Fishes,T,etheostoma nianguae ,"darter, niangua ",145000,13565,18500,177065, wherever found
Fishes,T,oncorhynchus ,"salmon, coho ",319725,13359410,110000,13789135,
Fishes,T,rhinichthys osculus ssp. ,"dace, foskett speckled ",0,15000,43000,58000, wherever found
Fishes,E,rhinichthys osculus lethoporus ,"dace, independence valley speckled ",2402,0,0,2402, wherever found
Fishes,E,rhinichthys osculus thermalis ,"dace, kendall warm springs ",66500,1500,0,68000, wherever found
Fishes,E,chrosomus saylori ,"dace, laurel ",5000,250,0,5250, wherever found
Fishes,E,moapa coriacea ,"dace, moapa ",174898,56000,0,230898, wherever found
Fishes,E,percina antesella ,"darter, amber ",0,3732,5000,8732, wherever found
Fishes,T,etheostoma rubrum ,"darter, bayou ",0,0,400,400, wherever found
Fishes,E,etheostoma akatulo ,"darter, bluemask ",4000,1926,0,5926, wherever found
Fishes,E,etheostoma wapiti ,"darter, boulder ",18500,59500,0,78000, wherever found
Fishes,T,etheostoma scotti ,"darter, cherokee ",0,330,5000,5330, wherever found
Fishes,T,eremichthys acros ,"dace, desert ",41063,229750,0,270813, wherever found
Fishes,E,etheostoma susanae ,"darter, cumberland ",31000,748,1000,32748, wherever found
Fishes,E,etheostoma percnurum ,"darter, duskytail ",34500,181841,0,216341, wherever found
Fishes,E,etheostoma etowahae ,"darter, etowah ",22000,330,5000,27330, wherever found
Fishes,E,etheostoma fonticola ,"darter, fountain ",10000,840,0,10840, wherever found
Fishes,T,percina aurolineata ,"darter, goldline ",2500,772,5000,8272,wherever found
Fishes,T,etheostoma spilotum ,"darter, kentucky arrow ",17500,3182,500,21182, wherever found
Fishes,T,percina pantherina ,"darter, leopard ",57674,0,32500,90174, wherever found
Fishes,E,etheostoma sellare ,"darter, maryland ",0,240,0,240, wherever found
Fishes,T,etheostoma okaloosae ,"darter, okaloosa ",17000,270000,0,287000, wherever found
Fishes,T,percina aurora ,"darter, pearl ",0,678,0,678, wherever found
Fishes,E,etheostoma chienense ,"darter, relict ",19500,0,500,20000, wherever found
Fishes,E,crystallaria cincotta ,"darter, diamond ",4744,1030,0,5774, wherever found
Fishes,E,rhinichthys osculus oligoporus ,"dace, clover valley speckled ",17039,0,0,17039, wherever found
Fishes,T,phoxinus cumberlandensis ,"dace, blackside ",123000,5929,0,128929, wherever found
Fishes,E,rhinichthys osculus nevadensis ,"dace, ash meadows speckled ",10582,0,0,10582, wherever found
Fishes,T,oncorhynchus ,"salmon, coho ",268728,6967459,1912000,9148187,
Fishes,E,sebastes paucispinis ,bocaccio ,0,776899,235600,1012499, puget sound 
Fishes,E,gila elegans ,bonytail ,365325,8919502,217932,9502759, wherever found
Fishes,E,scleropages formosus ,"bonytongue, asian ",17325,0,0,17325, wherever found
Fishes,T,ictalurus pricei ,"catfish, yaqui ",43700,16000,0,59700, wherever found
Fishes,E,speoplatyrhinus poulsoni ,"cavefish, alabama ",700,0,0,700, wherever found
Fishes,T,amblyopsis rosae ,"cavefish, ozark ",57609,27960,500,86069, wherever found
Fishes,E,gila boraxobius ,"chub, borax lake ",115100,1300,37000,153400, wherever found
Fishes,T,gila nigrescens ,"chub, chihuahua ",0,1600,0,1600, wherever found
Fishes,E,gila intermedia ,"chub, gila ",48000,589200,0,637200, wherever found
Fishes,E,gila cypha ,"chub, humpback ",31300,7188803,83248,7303351, wherever found
Fishes,T,gila bicolor ssp. ,"chub, hutton tui ",13500,0,0,13500, wherever found
Fishes,E,gila bicolor ssp. snyderi ,"chub, owens tui ",24024,17000,0,41024, wherever found
Fishes,E,gila robusta jordani ,"chub, pahranagat roundtail ",195617,73300,0,268917, wherever found
Fishes,T,erimystax cahni ,"chub, slender ",1500,370,0,1870, wherever found
Fishes,T,gila ditaenia ,"chub, sonora ",2500,0,0,2500, wherever found
Fishes,T,erimonax monachus ,"chub, spotfin ",60000,2666,4000,66666," wherever found, except where listed as an experimental population"
Fishes,EXPN,"chub, spotfin ",,100,1056,0,1156,
Fishes,EXPN,erimonax monachus ,"chub, spotfin ",800,0,0,800, u.s.a. 
Fishes,EXPN,erimonax monachus ,"chub, spotfin ",100,0,0,100, u.s.a. 
Fishes,E,gila seminuda ,"chub, virgin river ",24072,195300,0,219372,
Fishes,E,gila purpurea ,"chub, yaqui ",7200,0,0,7200, wherever found
Fishes,E,chasmistes cujus ,cui-ui ,383229,61640,0,444869, wherever found
Fishes,E,etheostoma phytophilum ,"darter, rush ",2500,418,0,2918, wherever found
Fishes,T,etheostoma boschungi ,"darter, slackwater ",3000,0,0,3000, wherever found
Fishes,E,catfish ,"blindcat, mexican ",0,41000,0,41000,
Fishes,E,etheostoma chermocki ,"darter, vermilion ",2500,0,0,2500, wherever found
Fishes,E,empetrichthys latos ,"poolfish, pahrump ",94894,5000,0,99894, wherever found
Fishes,E,cyprinodon nevadensis mionectes ,"pupfish, ash meadows amargosa ",133581,0,0,133581, wherever found
Fishes,E,cyprinodon elegans ,"pupfish, comanche springs ",2500,5000,0,7500, wherever found
Fishes,E,cyprinodon macularius ,"pupfish, desert ",23000,74055,0,97055, wherever found
Fishes,E,cyprinodon diabolis ,"pupfish, devils hole ",506463,400000,0,906463, wherever found
Fishes,E,cyprinodon bovinus ,"pupfish, leon springs ",2500,0,0,2500, wherever found
Fishes,E,cyprinodon radiosus ,"pupfish, owens ",24024,46000,0,70024, wherever found
Fishes,E,cyprinodon nevadensis pectoralis ,"pupfish, warm springs ",53479,0,0,53479, wherever found
Fishes,T,sebastes pinniger ,"rockfish, canary ",0,5330,303200,308530, puget sound 
Fishes,T,sebastes ruberrimus ,"rockfish, yelloweye ",0,727751,303200,1030951, puget sound 
Fishes,E,salmo salar ,"salmon, atlantic ",2434963,6209208,0,8644171, gulf of maine dps
Fishes,EXPN,"squawfish, colorado ",pikeminnow ,11000,0,0,11000,
Fishes,T,oncorhynchus ,"salmon, chinook ",391488,35468592,408900,36268980,
Fishes,E,oncorhynchus ,"salmon, chinook ",102441,21878718,0,21981159,
Fishes,T,oncorhynchus ,"salmon, chinook ",213546,10543952,63067800,73825298,
Fishes,T,oncorhynchus ,"salmon, chinook ",754988,19752046,9555200,30062234,
Fishes,T,oncorhynchus ,"salmon, chinook ",80988,14702592,407000,15190580,
Fishes,E,oncorhynchus ,"salmon, chinook ",157909,36685972,5163800,42007681,
Fishes,T,oncorhynchus ,"salmon, chinook ",264200,18172587,0,18436787,
Fishes,T,oncorhynchus ,"salmon, chinook ",0,3760184,0,3760184,
Fishes,EXPN,oncorhynchus ,"salmon, chinook ",0,9700,0,9700,
Fishes,T,oncorhynchus keta ,"salmon, chum ",800,12015363,706000,12722163, columbia river esu
Fishes,T,percina tanasi ,"darter, snail ",8500,1127,3000,12627, wherever found
Fishes,E,oncorhynchus ,"salmon, coho ",5123,10750215,0,10755338,
Fishes,T,oncorhynchus ,"salmon, chinook ",302988,55493134,1175000,56971122,
Fishes,E,"squawfish, colorado ",pikeminnow ,108600,3925294,83248,4117142,
Fishes,T,oncorhynchus keta ,"salmon, chum ",27507,4593564,2996400,7617471, hood canal summer
Fishes,E,hybognathus amarus ,"minnow, rio grande silvery ",97790,6731846,0,6829636," wherever found, except where listed as an experimental population"
Fishes,EXPN,hybognathus amarus ,"minnow, rio grande silvery ",0,300,0,300," rio grande, from little box canyon to amistad dam"
Fishes,E,etheostoma moorei ,"darter, yellowcheek ",14500,0,800,15300, wherever found
Fishes,T,thaleichthys pacificus ,eulachon ,0,3435561,282600,3718161, southern dps
Fishes,E,etheostoma nuchale ,"darter, watercress ",134500,1120,0,135620, wherever found
Fishes,E,gambusia gaigei ,"gambusia, big bend ",1000,1000,0,2000, wherever found
Fishes,E,gambusia heterochir ,"gambusia, clear creek ",1000,0,0,1000, wherever found
Fishes,E,gambusia nobilis ,"gambusia, pecos ",5250,10000,0,15250, wherever found
Fishes,E,gambusia georgei ,"gambusia, san marcos ",5000,0,0,5000, wherever found
Fishes,T,epinephelus striatus ,"grouper, nassau ",0,510951,0,510951,
Fishes,E,percina jenkinsi ,"logperch, conasauga ",300,0,5000,5300, wherever found
Fishes,E,percina rex ,"logperch, roanoke ",142000,20140,3000,165140, wherever found
Fishes,E,eucyclogobius newberryi ,"goby, tidewater ",455214,311972,0,767186, wherever found
Fishes,T,noturus placidus ,"madtom, neosho ",61158,1440,0,62598, wherever found
Fishes,E,noturus crypticus ,"madtom, chucky ",300,0,0,300, wherever found
Fishes,T,dionda diaboli ,"minnow, devils river ",2500,100,14705,17305, wherever found
Fishes,EXPN,noturus flavipinnis ,"madtom, yellowfin ",3000,0,0,3000, u.s.a. 
Fishes,T,noturus flavipinnis ,"madtom, yellowfin ",32000,8157,0,40157," wherever found, except where listed as an experimental population"
Fishes,E,tiaroga cobitis ,"minnow, loach ",48000,625507,0,673507, wherever found
Fishes,E,noturus baileyi ,"madtom, smoky ",300,7947,0,8247, wherever found
Fishes,E,noturus trautmani ,"madtom, scioto ",0,1030,0,1030, wherever found
Fishes,E,noturus stanauli ,"madtom, pygmy ",30500,311,0,30811, wherever found
Fishes,EXPN,noturus baileyi ,"madtom, smoky ",1000,0,0,1000," tellico river, tn"
Flowering Plants,E,pritchardia remota ,loulu ,14948,0,0,14948, wherever found
Flowering Plants,E,pritchardia bakeri ,loulu ,5417,0,0,5417, wherever found
Flowering Plants,E,pritchardia hardyi ,loulu ,7736,0,0,7736, wherever found
Flowering Plants,E,pritchardia kaalae ,loulu ,5754,0,0,5754, wherever found
Flowering Plants,E,pritchardia lanigera ,loulu ,11676,0,0,11676, wherever found
Flowering Plants,E,pritchardia maideniana ,loulu ,5670,500,0,6170, wherever found
Flowering Plants,E,pritchardia munroi ,loulu ,10778,0,0,10778, wherever found
Flowering Plants,E,pritchardia aylmer,loulu ,8459,0,0,8459,robinsonii) 
Flowering Plants,E,pritchardia napaliensis ,loulu ,10778,0,0,10778, wherever found
Flowering Plants,E,pritchardia schattaueri ,loulu ,5670,0,0,5670, wherever found
Flowering Plants,E,cyanea mceldowneyi ,haha ,12863,0,0,12863, wherever found
Flowering Plants,E,pedicularis furbishiae ,"lousewort, furbish ",96220,0,0,96220, wherever found
Flowering Plants,E,eragrostis fosbergii ,"love grass, fosberg's ",2689,0,0,2689, wherever found
Flowering Plants,E,tidestrom''s ,"lupine, clover ",0,3100,0,3100,
Flowering Plants,T,lupinus sulphureus ssp. kincaidii ,"lupine, kincaid's ",268930,371519,0,640449, wherever found
Flowering Plants,E,lupinus nipomensis ,"lupine, nipomo mesa ",18000,300,0,18300, wherever found
Flowering Plants,E,cyanea procera ,haha ,11031,0,0,11031, wherever found
Flowering Plants,E,cyanea pinnatifida ,haha ,7736,0,0,7736, wherever found
Flowering Plants,E,cyanea obtusa ,haha ,8892,0,0,8892, wherever found
Flowering Plants,E,cyanea munroi ,haha ,10629,0,0,10629, wherever found
Flowering Plants,T,acmispon dendroideus var. traskiae ,"lotus, san clemente island ",3500,145951,0,149451, wherever found
Flowering Plants,E,cyanea mauiensis ,haha ,9145,0,0,9145, wherever found
Flowering Plants,E,pritchardia viscosa ,loulu ,7736,0,0,7736, wherever found
Flowering Plants,E,lysimachia asperulaefolia ,"loosestrife, rough-leaved ",23000,232640,2600,258240, wherever found
Flowering Plants,E,lysimachia daphnoides ,lehua makanoe ,9517,0,0,9517, wherever found
Flowering Plants,E,lomatium bradshawii ,"lomatium, bradshaw''s ",110550,399619,0,510169, wherever found
Flowering Plants,E,schiedea lychnoides ,kuawawaenohu ,11988,0,0,11988, wherever found
Flowering Plants,E,plantago princeps ,kuahiwi laukahi ,11713,37792,0,49505, wherever found
Flowering Plants,E,cyanea marksii ,haha ,8425,0,0,8425, wherever found
Flowering Plants,E,isodendrion pyrifolium ,kula wahine noho ,35045,500,0,35545, wherever found
Flowering Plants,E,nototrichium humile ,kulu`i ,8073,1792,0,9865, wherever found 
Flowering Plants,E,spiranthes delitescens ,"ladies-tresses, canelo hills ",800,0,0,800, wherever found
Flowering Plants,E,spiranthes parksii ,"ladies-tresses, navasota ",19000,10265,0,29265, wherever found
Flowering Plants,T,spiranthes diluvialis ,"ladies'-tresses, ute ",75339,320813,100,396252, wherever found
Flowering Plants,E,delphinium bakeri ,"larkspur, baker's ",10600,100,0,10700, wherever found
Flowering Plants,E,delphinium variegatum ssp. kinkiense ,"larkspur, san clemente island ",3500,145951,0,149451, wherever found
Flowering Plants,E,delphinium luteum ,"larkspur, yellow ",10400,0,0,10400,wherever found
Flowering Plants,E,lomatium cookii ,"lomatium, cook's ",14310,64000,0,78310, wherever found
Flowering Plants,E,panicum niihauense ,lau `ehu ,7736,6300,0,14036, wherever found
Flowering Plants,E,layia carnosa ,"layia, beach ",365105,136000,0,501105, wherever found 
Flowering Plants,E,amorpha crenulata ,"lead-plant, crenulate ",7500,21700,6000,35200, wherever found
Flowering Plants,E,clematis socialis ,"leather flower, alabama ",0,0,3000,3000, wherever found
Flowering Plants,E,lessingia germanorum ,"lessingia, san francisco ",0,3000,0,3000,
Flowering Plants,E,acaena exigua ,liliwai ,5417,0,0,5417, wherever found
Flowering Plants,E,erythronium propullans ,"lily, minnesota dwarf trout ",0,3200,0,3200, wherever found
Flowering Plants,E,lilium pardalinum ssp. pitkinense ,"lily, pitkin marsh ",1700,300,0,2000, wherever found
Flowering Plants,E,lilium occidentale ,"lily, western ",5810,26000,0,31810, wherever found
Flowering Plants,T,dudleya stolonifera ,"liveforever, laguna beach ",0,200,0,200, wherever found
Flowering Plants,E,dudleya traskiae ,"liveforever, santa barbara island ",2700,1139,0,3839, wherever found
Flowering Plants,T,oxytropis campestris var. chartacea ,"locoweed, fassett's ",0,0,2500,2500, wherever found
Flowering Plants,E,schiedea stellarioides ,laulihilihi ,8459,0,0,8459, wherever found
Flowering Plants,E,cyanea maritae ,haha ,6780,23999,0,30779, wherever found
Flowering Plants,E,cyanea asplenifolia ,haha ,8846,36000,0,44846, wherever found
Flowering Plants,E,cyanea magnicalyx ,haha ,9868,0,0,9868, wherever found
Flowering Plants,T,swallenia alexandrae ,"grass, eureka dune ",29700,50000,0,79700,
Flowering Plants,T,neostapfia colusana ,"grass, colusa ",22800,4990,0,27790, wherever found
Flowering Plants,E,cucurbita okeechobeensis ssp. okeechobeensis ,"gourd, okeechobee ",39000,500,200,39700, wherever found
Flowering Plants,T,ribes echinellum ,"gooseberry, miccosukee ",1200,10000,200,11400, wherever found
Flowering Plants,E,lasthenia conjugens ,"goldfields, contra costa ",111100,26763,0,137863, wherever found
Flowering Plants,E,lasthenia burkei ,"goldfields, burke's ",10300,21700,0,32000, wherever found
Flowering Plants,E,solidago shortii ,"goldenrod, short's ",11000,1332,1800,14132, wherever found
Flowering Plants,T,solidago houghtonii ,"goldenrod, houghton's ",49975,513,0,50488, wherever found
Flowering Plants,T,solidago spithamaea ,"goldenrod, blue ridge ",2000,0,300,2300, wherever found
Flowering Plants,E,goetzea elegans ,"goetzea, beautiful ",12000,0,0,12000, wherever found
Flowering Plants,E,leavenworthia texana ,"gladecress, texas golden ",3100,0,0,3100, wherever found
Flowering Plants,T,leavenworthia exigua laciniata ,"glade cress, kentucky ",0,5920,0,5920, wherever found
Flowering Plants,E,gilia tenuiflora ssp. arenaria ,"gilia, monterey ",15300,5044,0,20344, wherever found
Flowering Plants,E,gilia tenuiflora ssp. hoffmannii ,"gilia, hoffmann's slender-flowered ",2600,7258,0,9858, wherever found
Flowering Plants,E,agalinis acuta ,"gerardia, sandplain ",22680,1240,600,24520, wherever found
Flowering Plants,E,geranium arboreum ,"geranium, hawaiian red-flowered ",9386,36000,0,45386, wherever found
Flowering Plants,E,"na`u, hawaiian ",gardenia ,7319,0,0,7319,
Flowering Plants,E,lupinus aridorum ,"lupine, scrub ",0,0,1500,1500, wherever found
Flowering Plants,E,alectryon macrococcus ,mahoe ,16873,1734,0,18607, wherever found
Flowering Plants,T,peucedanum sandwicense ,makou ,7888,5000,0,12888, wherever found
Flowering Plants,E,plantago hawaiensis ,kuahiwi laukahi ,5598,500,0,6098, wherever found
Flowering Plants,E,ranunculus hawaiensis ,makou ,7305,13973,0,21278, wherever found
Flowering Plants,E,ranunculus mauiensis ,makou ,14946,12000,0,26946, wherever found
Flowering Plants,E,tuctoria mucronata ,"grass, solano ",8500,800,0,9300, wherever found
Flowering Plants,E,xyris tennesseensis ,"grass, tennessee yellow-eyed ",1700,353780,5000,360480, wherever found
Flowering Plants,E,pyne's ,"ground-plum, guthrie's ",3000,650,0,3650,
Flowering Plants,T,grindelia,"gumplant, ash meadows ",20600,6000,0,26600,
Flowering Plants,E,cyanea longiflora ,haha ,8073,0,0,8073, wherever found
Flowering Plants,E,cyanea lobata ,haha ,11713,0,0,11713, wherever found
